title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,author_mean_rates,year,month,day,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult,title_word_count,authors_name_count
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,4.29,650,30081,649,1998-08-03,3.82,1998.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5
Hemingway & Bailey's Bartending Guide to Great American Writers,Mark Bailey/Edward Hemingway,3.9,97,132,24,2006-10-13,3.6326395534290272,2006.0,10.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,2
For Whom The Bell Tolls,Ernest Hemingway,3.97,490,162,7,2005-05-05,3.82,2005.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,1
A Moveable Feast,Ernest Hemingway,4.04,192,82993,4808,2012-09-06,3.82,2012.0,9.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
Islands in the Stream,Ernest Hemingway,3.88,448,11265,471,2003-07-22,3.82,2003.0,7.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,1
Berlin Blues,Sven Regener/John Brownjohn,3.87,247,186,24,2004-11-04,4.066255805225876,2004.0,11.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2
The Short Stories,Ernest Hemingway,4.26,464,219,21,2002-07-25,3.82,2002.0,7.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,185,45,9,2005-01-01,3.661428571428572,2005.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2
The Ernest Hemingway Audio Collection,Ernest Hemingway/Charlton Heston,4.3,4,43,6,2001-05-08,3.8199049111053087,2001.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,2
Until I Find You,John Irving,3.63,928,198,33,2006-08-01,3.98,2006.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
The Imaginary Girlfriend,John Irving,3.42,208,1841,112,2002-12-03,3.98,2002.0,12.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
The Fourth Hand,John Irving,3.31,368,25257,977,2003-04-29,3.98,2003.0,4.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1
The Water-Method Man,John Irving,3.35,272,10479,251,1997-06-23,3.98,1997.0,6.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
Setting Free the Bears,John Irving,3.3,304,8896,217,1997-06-23,3.98,1997.0,6.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1
The 158-Pound Marriage,John Irving,3.24,176,11346,280,1997-06-23,3.98,1997.0,6.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
The Short Stories,F. Scott Fitzgerald/Matthew J. Bruccoli,4.23,800,12039,164,1998-04-15,3.8816453470848105,1998.0,4.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,2
A Life in Letters,F. Scott Fitzgerald/Matthew J. Bruccoli,4.22,528,186,13,1995-05-03,3.8816453470848105,1995.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,2
The St. Paul Stories of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,4.0,328,100,11,2004-09-24,3.880110405914553,2004.0,9.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,3
Tender is the Night,F. Scott Fitzgerald/Arnold Goldman/Richard Godden,3.82,400,1354,140,2001-06-28,3.879892060771482,2001.0,6.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,3
The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,3.88,144,557,28,2003-11-25,3.880001601961513,2003.0,11.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,2
The Great Gatsby,F. Scott Fitzgerald/Tim Robbins,3.91,6,258,58,2002-10-01,3.880022004810753,2002.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,2
The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91,4,63,13,2002-03-13,3.879978945969905,2002.0,3.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,2
Cliffs Notes on Fitzgerald's the Great Gatsby,Kate Maurer/F. Scott Fitzgerald/CliffsNotes,3.7,96,78,13,2000-06-05,3.879942568629027,2000.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3
The Great Gatsby,F. Scott Fitzgerald,3.91,188,2729,245,1994-01-13,3.88,1994.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,1
Limitations (Kindle County Legal Thriller #7),Scott Turow,3.33,208,1750,228,2006-11-14,3.98,2006.0,11.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1
Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,3.83,553,5073,222,2003-11-01,3.98,2003.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1
The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,3.75,817,3655,162,1997-09-01,3.98,1997.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10,1
Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,528,5163,179,2000-12-01,3.98,2000.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1
One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,3.67,288,6093,447,1997-09-01,3.98,1997.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14,1
Ultimate Punishment,Scott Turow,3.81,176,506,50,2004-08-01,3.98,2004.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1
The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,720,23114,1175,2001-07-01,4.12,2001.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6,1
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,3.39,448,2680,142,1997-05-01,4.120035838644648,1997.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7,3
The Rabbi,Noah Gordon,3.69,448,921,44,1987-08-12,4.12,1987.0,8.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,4.1,352,4360,189,2000-08-15,4.12,2000.0,8.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
The Frequencies,Noah Eli Gordon,4.32,81,69,8,2003-01-01,4.12,2003.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,4.12,768,493,24,2006-06-30,4.116515219731819,2006.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,2
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,60,418,37,2006-04-11,3.83,2006.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14,1
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,520,83,14,1978-02-19,3.67,1978.0,2.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10,1
This Side of Paradise (Paradise  #1),Steven L. Layne,3.73,224,549,80,2005-03-31,4.11,2005.0,3.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6,1
Souvenir of Canada 2,Douglas Coupland,3.83,144,332,9,2004-05-10,3.66,2004.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
Souvenir of Canada,Douglas Coupland,3.85,144,893,34,2002-07-01,3.66,2002.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,3.97,272,91,11,2005-10-15,3.959766602916784,2005.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,3.85,256,20,2,1995-10-17,3.7502081474873625,1995.0,10.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,4
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,150,259,9,1999-04-21,3.9700000000000006,1999.0,4.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,1
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,4.14,224,383,19,1995-10-15,4.094049247606019,1995.0,10.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21,2
The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,3.99,336,32091,1517,2008-08-26,3.901058918638424,2008.0,8.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,2
Cannery Row,John Steinbeck,4.04,181,96408,3909,2002-02-05,3.9,2002.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.41,1088,884,25,1996-09-01,3.901307092755277,1996.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28,3
Tortilla Flat,John Steinbeck,3.83,154,438,38,2000-09-07,3.9,2000.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84,288,3427,276,2001-01-18,3.8999239913213946,2001.0,1.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7,2
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,3.97,224,179,20,2003-10-01,3.8508939000864766,2003.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,19,3
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97,192,47453,1865,2005-10-01,3.884979545395325,2005.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17,2
1421: The Year China Discovered America,Gavin Menzies,3.6,650,11751,893,2004-01-01,3.56,2004.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,461,31384,2255,2006-05-09,4.03,2006.0,5.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,1
Shalimar the Clown,Salman Rushdie,3.88,398,11418,743,2006-10-10,3.83,2006.0,10.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,1
Midnight's Children,Salman Rushdie,3.98,463,364,46,1982-04-08,3.83,1982.0,4.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,4.01,224,22378,1613,1999-08-27,3.842711926417288,1999.0,8.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,2
Fury,Salman Rushdie,3.29,272,6711,354,2002-09-05,3.83,2002.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Code Complete,Steve McConnell,4.29,914,7059,326,2004-06-19,4.19,2004.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,538,111,6,1998-06-15,4.13,1998.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21,1
How to Stop Worrying and Start Living,Dale Carnegie,4.12,358,61639,1607,2004-10-05,4.13,2004.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,1
How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,3.96,224,1907,121,1990-01-02,4.1291065026749765,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,2
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,4.08,256,3713,103,1995-05-01,4.129549253127272,1995.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,3
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,4.09,144,12436,619,2008-07-22,4.1,2008.0,7.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,2
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,96,311436,8421,2002-02-07,3.8012811740004895,2002.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,240,46064,871,2005-02-01,3.87,2005.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,2
Heart of Darkness,Joseph Conrad,3.42,188,321078,8423,2003-10-01,3.5,2003.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,225,3761,177,2003-09-25,3.502604287800229,2003.0,9.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6,2
Heart of Darkness,Joseph Conrad,3.42,132,92,11,2003-05-01,3.5,2003.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,272,26508,2019,2006-09-19,4.02,2006.0,9.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Angela's Ashes,Frank McCourt,4.11,224,711,64,1998-12-17,4.02,1998.0,12.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,185,38313,2811,1994-10-01,3.89,1994.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,1
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,144,213,32,2006-06-16,3.89,2006.0,6.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11,1
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,272,52,8,2005-03-01,3.89,2005.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11,1
Three Men in a Boat,Jerome K. Jerome,3.89,178,786,125,2004-03-25,3.89,2004.0,3.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,400,2318,182,1999-11-25,3.897880294758842,1999.0,11.0,25.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11,2
Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,467,225397,12452,2006-01-03,3.944381502293517,2006.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4,2
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,736,983,91,1999-06-01,4.155437061944785,1999.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,4
The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,796,191531,6795,2002-06-14,4.207109754326667,2002.0,6.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,4
The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,1013,1673,184,2003-02-27,4.170121517219525,2003.0,2.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,2
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,796,617,80,1991-09-03,4.207109754326667,1991.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,720,1089,202,2004-07-25,4.16034109623956,2004.0,7.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,3
Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,288,1455,193,2005-10-01,4.393247783481101,2005.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2
The Very Hungry Caterpillar,Eric Carle,4.29,13,3945,262,1994-03-23,4.21,1994.0,3.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,32,65,10,1996-09-01,4.24,1996.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12,1
One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,32,2114,166,1999-09-27,4.054798970093088,1999.0,9.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,2
The Hungry Tide,Amitav Ghosh,3.95,333,11838,815,2006-06-07,3.89,2006.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,1
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,224,749,46,1993-09-01,3.72,1993.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
What Is the What,Dave Eggers,4.16,475,65767,6203,2006-10-18,3.72,2006.0,10.0,18.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,485,157572,8463,2001-02-13,3.72,2001.0,2.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
You Shall Know Our Velocity!,Dave Eggers,3.63,401,25811,1463,2003-07-01,3.72,2003.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
How We Are Hungry,Dave Eggers,3.75,224,12007,659,2005-10-11,3.72,2005.0,10.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,1
How We Are Hungry: Stories,Dave Eggers,3.75,218,488,38,2004-10-13,3.72,2004.0,10.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1
Year of Wonders,Geraldine Brooks,4.01,358,120736,8549,2002-04-30,3.92,2002.0,4.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,1
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,4.18,931,127168,2801,2006-02-01,4.023638336493981,2006.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8,2
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,160,34339,2061,2007-01-16,4.05,2007.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.07,275,1001671,19056,1999-01-12,4.05,1999.0,1.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,258,28254,196,2002-12-19,4.292993547871597,2002.0,12.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7,15
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,80,12754,558,2001-05-22,4.05,2001.0,5.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
Jailbird,Kurt Vonnegut Jr.,3.82,310,17881,593,1999-01-12,4.05,1999.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
Fates Worse Than Death,Kurt Vonnegut Jr.,3.87,240,3183,115,1992-09-01,4.05,1992.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
The Red Tent,Anita Diamant,4.17,336,470858,15859,2005-11-01,4.08,2005.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1
Inside the Red Tent,Sandra Hack Polaski,3.96,100,181,16,2006-07-01,3.92,2006.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4,1
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,88,440,55,2004-09-07,4.13,2004.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,1
La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3.88,313,618,38,2002-03-16,3.7998888717394657,2002.0,3.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6,2
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,776,2583,183,2006-09-29,4.16,2006.0,9.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,397,878,9,2001-03-01,3.62,2001.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1
Berlin: The Downfall  1945,Antony Beevor,4.29,489,244,17,2002-01-01,4.21,2002.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
El azul de la virgen,Tracy Chevalier,3.66,411,50,5,2004-10-01,3.8,2004.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5,1
Saturday,Ian McEwan,3.63,289,52576,3332,2006-04-11,3.72,2006.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
A Dangerous Fortune,Ken Follett,4.05,596,154,12,1999-02-19,4.17,1999.0,2.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,1
The Man From St. Petersburg,Ken Follett,3.88,320,16057,663,2003-06-03,4.17,2003.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5,1
Night Over Water,Ken Follett,3.82,448,14545,652,2004-04-06,4.17,2004.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3,1
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,319,666,72,2005-08-09,3.91,2005.0,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16,1
Jackdaws,Ken Follett,3.97,416,20892,953,2006-12-05,4.17,2006.0,12.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
Whiteout,Ken Follett/David Tennant,3.58,4,13,1,2006-09-01,4.168405507364814,2006.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,2
Jackdaws,Ken Follett,3.97,496,367,32,2002-11-26,4.17,2002.0,11.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,208,336,5,2006-12-12,4.2,2006.0,12.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,208,340,4,2006-06-13,4.2,2006.0,6.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,1
Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,200,48,2,2002-11-27,4.2,2002.0,11.0,27.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.11,240,248,27,1997-09-04,4.13,1997.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,1
My Life in France,Julia Child/Alex Prud'Homme,4.17,336,69153,6152,2006-04-04,4.213615077317125,2006.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,2
The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,463,173022,5139,2003-08-05,4.01,2003.0,8.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1
