book_id,genres
32185,"{'fiction': 38, 'history, historical fiction, biography': 35, 'comics, graphic': 80, 'fantasy, paranormal': 6, 'romance': 9, 'young-adult': 5}"
4620,"{'non-fiction': 256, 'history, historical fiction, biography': 118, 'fiction': 19, 'comics, graphic': 2}"
4623,"{'non-fiction': 43, 'history, historical fiction, biography': 7, 'fiction': 1, 'fantasy, paranormal': 1, 'mystery, thriller, crime': 1, 'children': 1}"
4624,"{'fiction': 1444, 'mystery, thriller, crime': 109, 'history, historical fiction, biography': 49, 'romance': 23, 'fantasy, paranormal': 21}"
4625,"{'fiction': 674, 'history, historical fiction, biography': 6}"
4626,"{'non-fiction': 15, 'history, historical fiction, biography': 3}"
4627,"{'fiction': 3950, 'history, historical fiction, biography': 764, 'romance': 52}"
35421,"{'fiction': 13, 'non-fiction': 3, 'fantasy, paranormal': 1, 'children': 1}"
24155,"{'fiction': 50, 'children': 77}"
24154,"{'children': 102, 'fiction': 45}"
24152,"{'children': 86, 'fiction': 49}"
30260,"{'fantasy, paranormal': 2802, 'fiction': 277, 'romance': 308, 'mystery, thriller, crime': 68}"
33015,"{'poetry': 213, 'fiction': 7, 'romance': 2, 'non-fiction': 1, 'history, historical fiction, biography': 2, 'mystery, thriller, crime': 1}"
10669,"{'non-fiction': 257, 'history, historical fiction, biography': 111, 'fiction': 5}"
28209,"{'mystery, thriller, crime': 50, 'fiction': 30, 'history, historical fiction, biography': 2}"
28205,"{'mystery, thriller, crime': 93, 'fiction': 29}"
28207,"{'mystery, thriller, crime': 33, 'fiction': 14}"
28206,"{'mystery, thriller, crime': 50, 'fiction': 17, 'history, historical fiction, biography': 3}"
28200,"{'fantasy, paranormal': 16, 'children': 31, 'fiction': 3, 'young-adult': 2, 'comics, graphic': 1}"
28202,"{'history, historical fiction, biography': 507, 'non-fiction': 219, 'fiction': 6}"
32649,"{'poetry': 170, 'history, historical fiction, biography': 5, 'non-fiction': 7, 'fiction': 4}"
44685,"{'fantasy, paranormal': 4953, 'fiction': 470, 'young-adult': 77, 'romance': 20}"
44684,"{'fantasy, paranormal': 5105, 'fiction': 494, 'young-adult': 87}"
34657,"{'history, historical fiction, biography': 12, 'non-fiction': 5}"
40718,"{'history, historical fiction, biography': 95, 'non-fiction': 75}"
36681,"{'non-fiction': 10, 'young-adult': 1}"
10739,"{'fiction': 1105, 'history, historical fiction, biography': 12}"
28979,"{'mystery, thriller, crime': 151, 'fiction': 75, 'history, historical fiction, biography': 129}"
28977,"{'fantasy, paranormal': 17, 'fiction': 12, 'children': 27, 'young-adult': 3}"
17683,"{'fantasy, paranormal': 4717, 'fiction': 761, 'mystery, thriller, crime': 713}"
17682,"{'non-fiction': 235, 'history, historical fiction, biography': 33, 'fiction': 2, 'mystery, thriller, crime': 1}"
17688,"{'fiction': 50, 'fantasy, paranormal': 13, 'young-adult': 1}"
33671,"{'mystery, thriller, crime': 675, 'fiction': 227, 'fantasy, paranormal': 23}"
33672,"{'mystery, thriller, crime': 164, 'fiction': 36}"
33676,"{'young-adult': 1148, 'fantasy, paranormal': 1057, 'fiction': 885, 'romance': 123, 'mystery, thriller, crime': 123, 'children': 56}"
8722,"{'fiction': 638, 'history, historical fiction, biography': 664, 'non-fiction': 38, 'comics, graphic': 7}"
8726,"{'non-fiction': 411, 'history, historical fiction, biography': 169, 'fiction': 6}"
8021,"{'children': 45, 'fiction': 9, 'young-adult': 1}"
32060,"{'fiction': 18, 'history, historical fiction, biography': 2, 'poetry': 1}"
32065,"{'non-fiction': 13, 'history, historical fiction, biography': 9, 'fiction': 2}"
26052,"{'romance': 285, 'fiction': 52}"
26053,"{'romance': 591, 'fiction': 79, 'mystery, thriller, crime': 84}"
26050,"{'romance': 1411, 'mystery, thriller, crime': 411, 'fiction': 186}"
26051,"{'romance': 20, 'fiction': 7}"
26054,"{'romance': 533, 'fiction': 47, 'history, historical fiction, biography': 19}"
26055,"{'romance': 474, 'fiction': 43, 'history, historical fiction, biography': 8, 'mystery, thriller, crime': 2}"
6057,"{'non-fiction': 3, 'history, historical fiction, biography': 1, 'comics, graphic': 1}"
27208,"{'fiction': 660, 'fantasy, paranormal': 122, 'mystery, thriller, crime': 57}"
39836,{'non-fiction': 6}
34484,"{'fiction': 1151, 'fantasy, paranormal': 767, 'comics, graphic': 64}"
24476,"{'non-fiction': 337, 'history, historical fiction, biography': 63, 'fiction': 12, 'comics, graphic': 3}"
24475,"{'non-fiction': 522, 'fiction': 15, 'history, historical fiction, biography': 12}"
24472,"{'fiction': 1619, 'history, historical fiction, biography': 1145, 'romance': 153, 'fantasy, paranormal': 81}"
24473,"{'romance': 74, 'mystery, thriller, crime': 58, 'fiction': 18, 'children': 2, 'fantasy, paranormal': 2}"
24478,"{'comics, graphic': 5, 'non-fiction': 3}"
7113,"{'fantasy, paranormal': 74, 'young-adult': 24, 'children': 37, 'fiction': 28}"
7118,"{'fiction': 1002, 'history, historical fiction, biography': 290, 'mystery, thriller, crime': 128, 'romance': 44}"
12069,{'non-fiction': 16}
12066,"{'fiction': 104, 'romance': 6, 'mystery, thriller, crime': 2}"
10156,"{'fiction': 116, 'history, historical fiction, biography': 21}"
5738,"{'poetry': 19, 'non-fiction': 8}"
16572,{'non-fiction': 44}
16570,"{'poetry': 53, 'non-fiction': 50, 'history, historical fiction, biography': 4}"
34835,"{'romance': 5, 'fiction': 2, 'poetry': -1}"
13634,"{'comics, graphic': 40, 'fiction': 8, 'fantasy, paranormal': 5, 'mystery, thriller, crime': 3}"
13633,"{'comics, graphic': 65, 'fiction': 7, 'mystery, thriller, crime': 5, 'fantasy, paranormal': 4, 'young-adult': 1}"
13630,"{'comics, graphic': 133, 'fiction': 10, 'fantasy, paranormal': 5, 'mystery, thriller, crime': 9}"
13631,"{'comics, graphic': 67, 'fiction': 8, 'fantasy, paranormal': 4, 'mystery, thriller, crime': 6}"
13638,"{'romance': 87, 'comics, graphic': 184, 'young-adult': 28, 'fiction': 21}"
31968,"{'history, historical fiction, biography': 89, 'non-fiction': 107, 'fiction': 2, 'children': 2, 'comics, graphic': 2}"
230,"{'mystery, thriller, crime': 56, 'fiction': 22, 'history, historical fiction, biography': 2}"
231,"{'fiction': 707, 'young-adult': 16, 'romance': 4}"
9712,"{'fiction': 2186, 'history, historical fiction, biography': 1039, 'romance': 75, 'fantasy, paranormal': 49}"
9717,"{'fiction': 5180, 'romance': 308, 'history, historical fiction, biography': 211}"
5015,"{'fiction': 622, 'mystery, thriller, crime': 11}"
18526,"{'fiction': 37, 'poetry': 21, 'history, historical fiction, biography': 7}"
18525,"{'fiction': 387, 'fantasy, paranormal': 176, 'poetry': 105, 'history, historical fiction, biography': 44}"
18521,"{'non-fiction': 2983, 'fiction': 534, 'history, historical fiction, biography': 118}"
2015,"{'fiction': 80, 'fantasy, paranormal': 17}"
2011,"{'fiction': 413, 'fantasy, paranormal': 81}"
2010,"{'fiction': 191, 'fantasy, paranormal': 30, 'mystery, thriller, crime': 5}"
16468,"{'fantasy, paranormal': 3121, 'fiction': 2210, 'children': 4827, 'young-adult': 1179}"
7983,"{'fantasy, paranormal': 1471, 'fiction': 428, 'young-adult': 355, 'children': 438}"
7987,"{'fantasy, paranormal': 919, 'young-adult': 227, 'fiction': 253, 'children': 278}"
30739,"{'non-fiction': 46, 'history, historical fiction, biography': 1, 'fiction': 1}"
643,{}
33139,"{'non-fiction': 26, 'history, historical fiction, biography': 29, 'children': 1}"
33137,"{'fiction': 153, 'history, historical fiction, biography': 46, 'young-adult': 3, 'non-fiction': 2, 'mystery, thriller, crime': 1, 'fantasy, paranormal': 1}"
33133,"{'fiction': 233, 'history, historical fiction, biography': 136, 'poetry': 89, 'non-fiction': 5}"
33131,"{'fiction': 233, 'history, historical fiction, biography': 136, 'poetry': 89, 'non-fiction': 5}"
8746,"{'non-fiction': 17, 'history, historical fiction, biography': 11, 'fiction': 2}"
8745,"{'non-fiction': 379, 'history, historical fiction, biography': 312, 'comics, graphic': 13, 'fiction': 5}"
8744,"{'non-fiction': 61, 'history, historical fiction, biography': 54, 'comics, graphic': 4, 'fiction': 2}"
8741,"{'mystery, thriller, crime': 478, 'fiction': 104}"
28302,"{'fiction': 18, 'history, historical fiction, biography': 2}"
28308,"{'fiction': 27, 'children': 3, 'non-fiction': 2}"
2677,"{'fiction': 152, 'non-fiction': 78, 'history, historical fiction, biography': 23, 'poetry': 3}"
2678,"{'fiction': 39, 'fantasy, paranormal': 12, 'children': 4, 'history, historical fiction, biography': 3, 'comics, graphic': 1, 'young-adult': 1}"
44781,"{'non-fiction': 112, 'history, historical fiction, biography': 14, 'fiction': 2}"
29776,"{'fiction': 189, 'romance': 4}"
40070,"{'non-fiction': 33, 'history, historical fiction, biography': 2}"
41264,"{'fiction': 23, 'history, historical fiction, biography': 11, 'mystery, thriller, crime': 10}"
41261,{'fiction': 7}
10613,"{'fiction': 1054, 'mystery, thriller, crime': 382, 'fantasy, paranormal': 196}"
10612,"{'non-fiction': 59, 'fiction': 10, 'mystery, thriller, crime': 7, 'fantasy, paranormal': 3}"
10617,"{'fiction': 575, 'mystery, thriller, crime': 153, 'fantasy, paranormal': 42}"
18959,"{'history, historical fiction, biography': 8}"
539,"{'mystery, thriller, crime': 162, 'fiction': 29, 'fantasy, paranormal': 1}"
824,"{'fiction': 150, 'mystery, thriller, crime': 60, 'fantasy, paranormal': 12, 'history, historical fiction, biography': 4}"
8572,"{'mystery, thriller, crime': 334, 'fiction': 61, 'romance': 2}"
24121,"{'mystery, thriller, crime': 24, 'fiction': 8, 'children': 14, 'fantasy, paranormal': 2, 'history, historical fiction, biography': 2}"
44128,"{'mystery, thriller, crime': 36, 'fiction': 17}"
28727,"{'fantasy, paranormal': 303, 'fiction': 31, 'history, historical fiction, biography': 2, 'comics, graphic': 1}"
28724,"{'fantasy, paranormal': 144, 'fiction': 60, 'mystery, thriller, crime': 16, 'young-adult': 2}"
426,"{'non-fiction': 179, 'fiction': 8, 'history, historical fiction, biography': 8}"
29917,"{'fiction': 461, 'history, historical fiction, biography': 479, 'non-fiction': 27}"
19331,"{'non-fiction': 25, 'history, historical fiction, biography': 22, 'children': 19, 'fiction': 2, 'comics, graphic': 2}"
19333,"{'children': 36, 'fiction': 8, 'young-adult': 2, 'history, historical fiction, biography': 1, 'fantasy, paranormal': 1}"
19335,"{'non-fiction': 139, 'history, historical fiction, biography': 133, 'children': 5, 'comics, graphic': 4, 'fiction': 1}"
19337,"{'children': 434, 'fiction': 62, 'fantasy, paranormal': 13, 'young-adult': 4}"
3066,"{'fiction': 315, 'history, historical fiction, biography': 111, 'mystery, thriller, crime': 6}"
3065,{'non-fiction': 37}
39959,"{'fantasy, paranormal': 1, 'comics, graphic': 1}"
23202,"{'non-fiction': 349, 'history, historical fiction, biography': 188, 'fiction': 16, 'comics, graphic': 3}"
45195,"{'fiction': 763, 'history, historical fiction, biography': 198}"
1022,"{'non-fiction': 21, 'history, historical fiction, biography': 2, 'comics, graphic': 1}"
38925,"{'fiction': 11, 'romance': 1, 'children': 1}"
38924,"{'romance': 61, 'mystery, thriller, crime': 30, 'fiction': 7}"
38928,"{'history, historical fiction, biography': 195, 'romance': 228, 'fiction': 22, 'children': 2, 'fantasy, paranormal': 3}"
15195,"{'non-fiction': 422, 'fiction': 631, 'history, historical fiction, biography': 550, 'comics, graphic': 1183, 'young-adult': 80}"
15194,"{'mystery, thriller, crime': 62, 'fiction': 5, 'history, historical fiction, biography': 3}"
15196,"{'comics, graphic': 9107, 'history, historical fiction, biography': 2875, 'non-fiction': 1751, 'fiction': 838, 'young-adult': 190}"
15190,"{'non-fiction': 77, 'fantasy, paranormal': 5, 'fiction': 3, 'young-adult': 2, 'children': 2}"
10040,"{'fiction': 95, 'history, historical fiction, biography': 61, 'mystery, thriller, crime': 2, 'non-fiction': 2}"
13039,"{'fiction': 114, 'history, historical fiction, biography': 20}"
13037,"{'fiction': 349, 'history, historical fiction, biography': 75, 'romance': 8}"
13033,"{'fiction': 327, 'history, historical fiction, biography': 78, 'romance': 5}"
34385,"{'poetry': 2245, 'fiction': 1459, 'fantasy, paranormal': 299, 'history, historical fiction, biography': 187}"
12224,"{'history, historical fiction, biography': 18, 'non-fiction': 3}"
12222,"{'fiction': 1088, 'romance': 62, 'history, historical fiction, biography': 75}"
12220,"{'fiction': 1088, 'romance': 62, 'history, historical fiction, biography': 75}"
43691,"{'fiction': 678, 'history, historical fiction, biography': 313, 'comics, graphic': 12}"
30293,{'non-fiction': 31}
30292,"{'non-fiction': 164, 'history, historical fiction, biography': 30, 'fiction': 9}"
30296,"{'non-fiction': 424, 'history, historical fiction, biography': 76, 'fiction': 46}"
30298,"{'non-fiction': 424, 'history, historical fiction, biography': 76, 'fiction': 46}"
17609,"{'history, historical fiction, biography': 145, 'non-fiction': 76, 'comics, graphic': 1}"
17608,"{'non-fiction': 26, 'history, historical fiction, biography': 12}"
17607,"{'non-fiction': 555, 'romance': 6}"
17603,"{'non-fiction': 150, 'history, historical fiction, biography': 4}"
17602,"{'non-fiction': 166, 'history, historical fiction, biography': 7}"
17600,"{'children': 26, 'fiction': 4, 'poetry': 1}"
6184,"{'romance': 4001, 'fiction': 2229, 'history, historical fiction, biography': 2166}"
41154,"{'fiction': 13, 'fantasy, paranormal': 3, 'mystery, thriller, crime': 4}"
29582,"{'fiction': 2632, 'fantasy, paranormal': 370}"
5659,"{'fiction': 1803, 'children': 4670, 'fantasy, paranormal': 1240, 'young-adult': 389}"
5653,"{'fiction': 2, 'children': 6}"
29393,"{'history, historical fiction, biography': 117, 'non-fiction': 46, 'comics, graphic': 2}"
21332,"{'fiction': 8, 'non-fiction': 8, 'history, historical fiction, biography': 2}"
21330,"{'comics, graphic': 3332, 'fantasy, paranormal': 747, 'fiction': 154, 'mystery, thriller, crime': 16, 'romance': 8, 'young-adult': 7}"
21338,"{'non-fiction': 104, 'history, historical fiction, biography': 9, 'fiction': 1}"
45041,"{'fiction': 3767, 'romance': 2062, 'history, historical fiction, biography': 1167}"
45046,"{'fiction': 3767, 'romance': 2062, 'history, historical fiction, biography': 1167}"
6194,"{'fiction': 805, 'history, historical fiction, biography': 86}"
6197,"{'fiction': 71, 'non-fiction': 19}"
35352,"{'romance': 43, 'fiction': 1}"
8285,"{'children': 49, 'history, historical fiction, biography': 15, 'fiction': 15}"
21550,"{'mystery, thriller, crime': 137, 'fiction': 76}"
37262,"{'comics, graphic': 7}"
2136,"{'fiction': 209, 'history, historical fiction, biography': 48, 'fantasy, paranormal': 31, 'poetry': 6, 'mystery, thriller, crime': 3}"
2137,"{'fiction': 562, 'romance': 40, 'young-adult': 6}"
5665,"{'history, historical fiction, biography': 16, 'non-fiction': 13}"
44146,"{'mystery, thriller, crime': 81, 'fiction': 26}"
42701,{'fiction': 205}
35750,"{'fiction': 190, 'history, historical fiction, biography': 3}"
17248,"{'mystery, thriller, crime': 371, 'fiction': 58}"
21974,"{'mystery, thriller, crime': 830, 'fiction': 343, 'fantasy, paranormal': 54}"
28003,{'fiction': 84}
28001,"{'fiction': 298, 'history, historical fiction, biography': 60, 'mystery, thriller, crime': 11}"
2794,"{'fiction': 2082, 'mystery, thriller, crime': 123}"
1946,"{'children': 37, 'fiction': 17, 'history, historical fiction, biography': 10, 'romance': 5}"
1947,"{'fiction': 9097, 'history, historical fiction, biography': 3166, 'young-adult': 2141, 'romance': 1135, 'children': 2670}"
38215,{'non-fiction': 97}
38723,"{'non-fiction': 927, 'history, historical fiction, biography': 99}"
7437,"{'fiction': 1852, 'fantasy, paranormal': 51, 'poetry': 23, 'romance': 21, 'mystery, thriller, crime': 19}"
7430,{'fiction': 7}
7439,"{'fiction': 1852, 'fantasy, paranormal': 51, 'poetry': 23, 'romance': 21, 'mystery, thriller, crime': 19}"
11000,{'non-fiction': 32}
23797,"{'fiction': 3, 'fantasy, paranormal': 1}"
23791,{'fiction': 113}
36085,"{'non-fiction': 474, 'history, historical fiction, biography': 3}"
36086,"{'history, historical fiction, biography': 1950, 'non-fiction': 1549, 'fiction': 17, 'mystery, thriller, crime': 10}"
10593,"{'fiction': 4579, 'fantasy, paranormal': 657, 'mystery, thriller, crime': 1275}"
20775,"{'fantasy, paranormal': 66, 'romance': 83, 'history, historical fiction, biography': 32, 'fiction': 6}"
32226,{'fiction': 166}
44229,"{'history, historical fiction, biography': 481, 'fiction': 312, 'mystery, thriller, crime': 423, 'romance': 14}"
35056,"{'fiction': 461, 'mystery, thriller, crime': 456, 'history, historical fiction, biography': 22}"
35052,"{'fiction': 126, 'mystery, thriller, crime': 48, 'romance': 10}"
27009,"{'mystery, thriller, crime': 79, 'fiction': 37}"
27005,"{'fantasy, paranormal': 4387, 'fiction': 3630, 'mystery, thriller, crime': 1937, 'history, historical fiction, biography': 418, 'romance': 51, 'young-adult': 49}"
27002,"{'fantasy, paranormal': 1254, 'fiction': 954, 'mystery, thriller, crime': 384, 'history, historical fiction, biography': 89, 'comics, graphic': 9}"
27003,"{'fantasy, paranormal': 4387, 'fiction': 3630, 'mystery, thriller, crime': 1937, 'history, historical fiction, biography': 418, 'romance': 51, 'young-adult': 49}"
27000,"{'fantasy, paranormal': 611, 'history, historical fiction, biography': 166, 'mystery, thriller, crime': 115, 'fiction': 242, 'comics, graphic': 12, 'young-adult': 12}"
27001,"{'fantasy, paranormal': 831, 'fiction': 726, 'mystery, thriller, crime': 220, 'history, historical fiction, biography': 107}"
1728,"{'poetry': 48, 'fiction': 4, 'history, historical fiction, biography': 2}"
1720,"{'poetry': 9, 'history, historical fiction, biography': 2, 'fantasy, paranormal': 1, 'non-fiction': 1, 'fiction': 1}"
1721,{'poetry': 4}
34281,"{'fantasy, paranormal': 780, 'young-adult': 195, 'fiction': 129, 'children': 238, 'history, historical fiction, biography': 6, 'mystery, thriller, crime': 4}"
34284,"{'fantasy, paranormal': 394, 'young-adult': 87, 'children': 146, 'fiction': 69}"
34288,"{'fantasy, paranormal': 259, 'young-adult': 96, 'fiction': 56, 'children': 68, 'mystery, thriller, crime': 14, 'romance': 2, 'history, historical fiction, biography': 2}"
41495,"{'poetry': 22, 'fiction': 10, 'history, historical fiction, biography': 2}"
41497,"{'history, historical fiction, biography': 21, 'non-fiction': 11, 'comics, graphic': 1}"
13764,"{'romance': 23, 'fiction': 12, 'history, historical fiction, biography': 27, 'comics, graphic': 36, 'fantasy, paranormal': 16, 'young-adult': 3}"
13765,"{'romance': 24, 'comics, graphic': 35, 'fiction': 13, 'history, historical fiction, biography': 28, 'fantasy, paranormal': 15, 'young-adult': 2, 'mystery, thriller, crime': 1}"
13155,"{'mystery, thriller, crime': 2568, 'fiction': 452, 'romance': 14}"
12123,"{'romance': 158, 'history, historical fiction, biography': 37, 'fiction': 11, 'fantasy, paranormal': 9}"
12125,"{'young-adult': 185, 'fiction': 224, 'children': 246}"
26973,"{'fiction': 4859, 'history, historical fiction, biography': 970, 'romance': 224, 'young-adult': 72}"
26979,"{'fiction': 21, 'history, historical fiction, biography': 2, 'non-fiction': 1}"
24908,"{'children': 43, 'fiction': 9, 'fantasy, paranormal': 5, 'history, historical fiction, biography': 1, 'young-adult': 1}"
6689,"{'children': 8110, 'fantasy, paranormal': 2223, 'fiction': 2181, 'young-adult': 883}"
6680,"{'non-fiction': 25, 'history, historical fiction, biography': 20, 'fiction': 11, 'children': 1, 'fantasy, paranormal': 1}"
19634,"{'fiction': 327, 'young-adult': 12}"
19631,"{'fiction': 527, 'non-fiction': 4}"
18745,"{'non-fiction': 826, 'history, historical fiction, biography': 6}"
18025,"{'fiction': 215, 'romance': 9, 'mystery, thriller, crime': 7, 'history, historical fiction, biography': 15}"
18022,"{'fiction': 208, 'history, historical fiction, biography': 13, 'romance': 2, 'comics, graphic': 4}"
18029,"{'fiction': 140, 'history, historical fiction, biography': 9, 'mystery, thriller, crime': 2, 'romance': 2}"
8501,"{'non-fiction': 17, 'history, historical fiction, biography': 3, 'fiction': 1}"
10969,"{'fiction': 7205, 'history, historical fiction, biography': 7554, 'romance': 3791, 'fantasy, paranormal': 2654}"
3525,"{'romance': 16, 'comics, graphic': 14, 'young-adult': 3, 'fiction': 3}"
3520,"{'children': 8, 'fiction': 1, 'mystery, thriller, crime': 1}"
40031,"{'fiction': 482, 'mystery, thriller, crime': 5, 'non-fiction': 3}"
9515,"{'history, historical fiction, biography': 70, 'non-fiction': 9}"
9517,"{'comics, graphic': 4339, 'non-fiction': 1030, 'history, historical fiction, biography': 821, 'young-adult': 125, 'fiction': 122}"
9516,"{'comics, graphic': 8719, 'non-fiction': 2289, 'history, historical fiction, biography': 1907, 'young-adult': 512, 'fiction': 467}"
9512,"{'fiction': 180, 'poetry': 76, 'romance': 17, 'history, historical fiction, biography': 18}"
36598,"{'fiction': 59, 'history, historical fiction, biography': 68, 'children': 30, 'young-adult': 8}"
30028,"{'history, historical fiction, biography': 63, 'non-fiction': 32, 'fiction': 3}"
30029,"{'fiction': 39, 'comics, graphic': 44, 'mystery, thriller, crime': 19, 'young-adult': 15, 'fantasy, paranormal': 14, 'poetry': 9, 'children': 21}"
30026,"{'fiction': 4500, 'fantasy, paranormal': 1201, 'young-adult': 188}"
27897,{'fiction': 15}
27892,"{'fantasy, paranormal': 61, 'fiction': 8}"
2899,"{'fiction': 112, 'fantasy, paranormal': 5}"
25435,"{'non-fiction': 25, 'history, historical fiction, biography': 41}"
44541,"{'poetry': 10, 'fiction': 2}"
22283,"{'fiction': 1970, 'mystery, thriller, crime': 123, 'history, historical fiction, biography': 28, 'comics, graphic': 25}"
22287,"{'fiction': 3028, 'mystery, thriller, crime': 23}"
22286,"{'fiction': 137, 'mystery, thriller, crime': 22, 'non-fiction': 1}"
22285,"{'fiction': 1240, 'fantasy, paranormal': 26, 'mystery, thriller, crime': 26}"
22284,"{'fiction': 1320, 'mystery, thriller, crime': 146, 'fantasy, paranormal': 24}"
22289,"{'non-fiction': 368, 'history, historical fiction, biography': 61, 'fiction': 38}"
22288,"{'fiction': 1403, 'mystery, thriller, crime': 127, 'fantasy, paranormal': 15}"
9370,"{'fiction': 909, 'fantasy, paranormal': 34}"
9376,"{'non-fiction': 14, 'fiction': 5}"
9603,"{'children': 22, 'fiction': 9, 'poetry': 3, 'comics, graphic': 1, 'history, historical fiction, biography': 1, 'young-adult': 1}"
2973,"{'fiction': 10, 'history, historical fiction, biography': 2, 'non-fiction': 1}"
2971,"{'history, historical fiction, biography': 214, 'non-fiction': 156, 'comics, graphic': 4, 'fiction': 2}"
33873,"{'history, historical fiction, biography': 41, 'non-fiction': 11}"
33874,"{'romance': 142, 'fiction': 285, 'history, historical fiction, biography': 6}"
24089,"{'romance': 9, 'fiction': 3, 'poetry': -1}"
24087,"{'fantasy, paranormal': 226, 'young-adult': 63, 'fiction': 25, 'children': 10}"
870,"{'comics, graphic': 996, 'fiction': 212, 'young-adult': 104, 'fantasy, paranormal': 58, 'mystery, thriller, crime': 18, 'romance': 9}"
39637,"{'young-adult': 106, 'fiction': 43, 'romance': 6, 'mystery, thriller, crime': 14, 'fantasy, paranormal': 4, 'children': 3}"
39632,"{'young-adult': 53, 'fiction': 17, 'fantasy, paranormal': 3, 'mystery, thriller, crime': 5, 'romance': 1}"
39638,"{'young-adult': 53, 'fiction': 15, 'fantasy, paranormal': 4, 'mystery, thriller, crime': 5, 'romance': 1}"
39639,"{'young-adult': 26, 'fiction': 12, 'fantasy, paranormal': 3, 'mystery, thriller, crime': 6, 'romance': 1}"
1218,"{'mystery, thriller, crime': 161, 'fiction': 13}"
7752,"{'non-fiction': 103, 'history, historical fiction, biography': 40, 'fiction': 7, 'comics, graphic': 5}"
1405,"{'history, historical fiction, biography': 7, 'non-fiction': 4, 'fiction': 3, 'poetry': 7}"
22306,"{'non-fiction': 62, 'fiction': 3, 'comics, graphic': 1, 'history, historical fiction, biography': 4}"
33489,"{'fantasy, paranormal': 19, 'fiction': 17, 'history, historical fiction, biography': 1, 'comics, graphic': 1, 'non-fiction': 1}"
32527,"{'mystery, thriller, crime': 1327, 'fiction': 240, 'romance': 45}"
32523,"{'mystery, thriller, crime': 1033, 'fiction': 157, 'romance': 36}"
32522,"{'poetry': 53, 'non-fiction': 24, 'fiction': 1, 'history, historical fiction, biography': 1}"
19173,"{'poetry': 619, 'fiction': 263, 'fantasy, paranormal': 65, 'history, historical fiction, biography': 35}"
19172,"{'fiction': 206, 'fantasy, paranormal': 47, 'poetry': 21, 'history, historical fiction, biography': 30}"
19171,"{'poetry': 619, 'fiction': 263, 'fantasy, paranormal': 65, 'history, historical fiction, biography': 35}"
5937,"{'poetry': 187, 'fiction': 6, 'romance': 4, 'non-fiction': 3}"
5934,"{'poetry': 170, 'romance': 103, 'fiction': 59, 'non-fiction': 24}"
5932,"{'poetry': 170, 'romance': 103, 'fiction': 59, 'non-fiction': 24}"
5931,"{'poetry': 524, 'fiction': 12, 'non-fiction': 8, 'romance': 3}"
15796,"{'fiction': 394, 'history, historical fiction, biography': 88}"
35827,"{'mystery, thriller, crime': 35, 'fiction': 14}"
35826,"{'fiction': 13, 'mystery, thriller, crime': 22, 'non-fiction': 0, 'history, historical fiction, biography': 1}"
35825,"{'fiction': 13, 'mystery, thriller, crime': 21, 'fantasy, paranormal': 1}"
31242,"{'fiction': 1856, 'history, historical fiction, biography': 303, 'mystery, thriller, crime': 140, 'romance': 39}"
31247,"{'fantasy, paranormal': 45, 'poetry': 13, 'fiction': 26, 'children': 18, 'romance': 4, 'young-adult': 4}"
31244,"{'fiction': 680, 'history, historical fiction, biography': 82, 'romance': 33, 'mystery, thriller, crime': 24}"
43230,"{'non-fiction': 13, 'history, historical fiction, biography': 3, 'fiction': 1}"
37481,{'non-fiction': 4}
11298,"{'fantasy, paranormal': 227, 'fiction': 327}"
11290,"{'fiction': 108, 'fantasy, paranormal': 78, 'mystery, thriller, crime': 63, 'history, historical fiction, biography': 13}"
11296,"{'history, historical fiction, biography': 53, 'non-fiction': 54, 'fiction': 7, 'comics, graphic': 3, 'poetry': 1}"
11297,"{'romance': 796, 'fiction': 988, 'young-adult': 55, 'fantasy, paranormal': 40}"
11295,"{'fiction': 688, 'history, historical fiction, biography': 124}"
42308,"{'children': 153, 'fiction': 23, 'young-adult': 11}"
5255,"{'fiction': 10, 'history, historical fiction, biography': 1}"
18328,"{'fantasy, paranormal': 2, 'fiction': 3}"
18324,"{'fiction': 23, 'history, historical fiction, biography': 12, 'fantasy, paranormal': 1}"
35289,"{'non-fiction': 182, 'history, historical fiction, biography': 117}"
35288,"{'romance': 100, 'fiction': 4}"
35283,"{'non-fiction': 4, 'history, historical fiction, biography': 4}"
35287,"{'romance': 74, 'fiction': 3}"
13913,{'non-fiction': 17}
13912,"{'history, historical fiction, biography': 1084, 'non-fiction': 851, 'fiction': 105, 'comics, graphic': 18}"
12787,"{'fiction': 99, 'mystery, thriller, crime': 165, 'fantasy, paranormal': 32, 'history, historical fiction, biography': 2}"
16946,"{'non-fiction': 10, 'history, historical fiction, biography': 1}"
16948,"{'fiction': 1020, 'fantasy, paranormal': 273}"
1883,"{'non-fiction': 117, 'history, historical fiction, biography': 79}"
12969,"{'fiction': 116, 'fantasy, paranormal': 11, 'history, historical fiction, biography': 6}"
12965,"{'fiction': 1162, 'romance': 483, 'poetry': 311, 'history, historical fiction, biography': 140}"
12964,"{'fiction': 1162, 'romance': 483, 'poetry': 311, 'history, historical fiction, biography': 140}"
12967,"{'fantasy, paranormal': 289, 'fiction': 398, 'romance': 37, 'history, historical fiction, biography': 69}"
12961,"{'fiction': 1162, 'romance': 483, 'poetry': 311, 'history, historical fiction, biography': 140}"
15468,"{'fantasy, paranormal': 559, 'fiction': 79, 'young-adult': 14, 'romance': 2}"
15460,"{'fantasy, paranormal': 753, 'fiction': 96, 'young-adult': 23, 'comics, graphic': 5}"
