bookID,title,authors_x,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1_x,Unnamed: 0_x,book_id,country_code,authors_y,Unnamed: 0.1_y,Unnamed: 0_y,genres
5480,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,0060535261,9780060535261,eng,340,421,53,6/1/2004,HarperCollins,1794,1794,1794,437796,5480,US,"['3487', '3956']",1794,437796,"['fiction', 'fantasy, paranormal', 'non-fiction']"
5481,Brave New World Revisited,Aldous Huxley,3.95,0060898526,9780060898526,eng,123,12989,740,9/5/2006,Harper Perennial Modern Classics,1793,1793,1793,437795,5481,US,['3487'],1793,437795,"['fiction', 'non-fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'romance']"
5485,Brave New World,Aldous Huxley,3.99,0060850523,9780060850524,eng,259,13353,1286,10/17/2006,HarperCollins,1792,1792,1792,437791,5485,US,['3487'],1792,437791,"['fiction', 'fantasy, paranormal', 'young-adult']"
5486,Andrew Carnegie,David Nasaw,3.99,1594201048,9781594201042,eng,896,2580,205,10/24/2006,Penguin Press HC  The,1791,1791,1791,437790,5486,US,['3716'],1791,437790,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,0375413316,9780375413315,eng,1313,3347,245,10/16/2001,Everyman's Library,1790,1790,1790,437788,5488,US,['5835922'],1790,437788,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
5490,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,0385264739,9780385264730,eng,464,1192,131,10/18/1996,Anchor,8831,8831,8831,2236463,5490,US,"['5835922', '63442']",8831,2236463,"['fiction', 'history, historical fiction, biography']"
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,0385499094,9780385499095,eng,168,1282,139,4/4/2000,Anchor,8830,8830,8830,2236462,5497,US,"['5835922', '3718']",8830,2236462,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
5498,Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,0385423330,9780385423335,eng,167,411,38,1/1/1994,Anchor Books,2920,2920,2920,730451,5498,US,"['5835922', '4273240', '3293275']",2920,730451,"['fiction', 'history, historical fiction, biography']"
5499,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,0385264763,9780385264761,eng,286,4815,446,12/1/1991,Anchor Books,8829,8829,8829,2236457,5499,US,"['5835922', '14986998']",8829,2236457,"['fiction', 'history, historical fiction, biography']"
5502,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,0385423357,9780385423359,eng,416,590,61,9/17/1997,Anchor Books,3562,3562,3562,896954,5502,US,"['5835922', '205460', '4273240']",3562,896954,"['fiction', 'history, historical fiction, biography']"
5503,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,0385499221,9780385499224,eng,112,809,93,6/6/2000,Anchor,3563,3563,3563,896955,5503,US,['5835922'],3563,896955,"['fiction', 'history, historical fiction, biography', 'romance']"
5508,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,0140369260,9780140369267,eng,113,24181,242,5/1/1995,Puffin Books,3560,3560,3560,896950,5508,US,"['3721', '3722', '3500', '3720', '130944', '3254865']",3560,896950,"['history, historical fiction, biography', 'non-fiction', 'young-adult', 'children']"
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,0671662341,9780671662349,eng,252,55487,669,4/15/1988,Touchstone Books,3561,3561,3561,896951,5509,US,"['3724', '3723']",3561,896951,"['non-fiction', 'history, historical fiction, biography', 'young-adult', 'fiction', 'children']"
5513,The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,082221718X,9780822217183,eng,70,1320,61,10/1/1998,Dramatists Play Service,5760,5760,5760,1460771,5513,US,"['3731', '3728', '411693']",5760,1460771,"['non-fiction', 'history, historical fiction, biography', 'young-adult', 'fiction']"
5514,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,0380732548,9780380732548,eng,64,152,23,12/8/1999,HarperCollins,5761,5761,5761,1460774,5514,US,"['3730', '227525']",5761,1460774,"['history, historical fiction, biography', 'non-fiction', 'children', 'fiction', 'young-adult', 'mystery, thriller, crime']"
5526,Dear John,Nicholas Sparks,4.03,0446528056,9780446528054,eng,276,502726,9645,10/30/2006,Warner Books (NY),8438,8438,8438,2132772,5526,US,['2345'],8438,2132772,"['romance', 'fiction', 'young-adult']"
5527,All the King's Men,Robert Penn Warren,4.09,0156004801,9780156004800,eng,439,47324,1720,9/1/1996,Harcourt Brace,8439,8439,8439,2132773,5527,US,['3736'],8439,2132773,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
5534,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,1579547699,9781579547691,en-US,364,256,13,10/17/2003,Rodale Books,8008,8008,8008,2018345,5534,US,"['3741', '3742', '3852266']",8008,2018345,['non-fiction']
5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,0393316041,9780393316049,eng,391,106526,3685,4/12/1997,W. W. Norton & Company,5303,5303,5303,1331959,5544,US,['1429989'],5303,1331959,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic', 'fiction']"
5545,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,0201500647,9780201500646,en-US,3,78,7,1/1/1989,Addison Wesley Publishing Company,3956,3956,3956,1007130,5545,US,"['1429989', '3757', '3852271']",3956,1007130,"['non-fiction', 'history, historical fiction, biography']"
5548,What Do You Care What Other People Think?,Richard P. Feynman,4.27,0393320928,9780393320923,eng,256,15700,556,1/11/2001,W.W. Norton & Company,5302,5302,5302,1331911,5548,US,['1429989'],5302,1331911,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,0738206369,9780738206363,en-US,512,1874,93,4/5/2005,Basic Books,6237,6237,6237,1569396,5550,US,"['1429989', '3761']",6237,1569396,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,0691024170,9780691024172,eng,158,13463,320,10/21/1988,Princeton University Press,6238,6238,6238,1569398,5552,US,['1429989'],6238,1569398,"['non-fiction', 'history, historical fiction, biography']"
5558,iWoz,Steve Wozniak/Gina Smith,3.87,0393061434,9780393061437,en-GB,313,3536,375,9/17/2006,W. W. Norton  Company,6239,6239,6239,1569402,5558,US,"['3767', '3766']",6239,1569402,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic']"
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,0865475873,9780865475878,eng,193,9017,820,4/22/2002,North Point Press,1292,1292,1292,315349,5571,US,"['3776', '3775']",1292,315349,"['non-fiction', 'history, historical fiction, biography']"
5575,Cradle and All,James Patterson,3.86,0446609404,9780446609401,eng,384,27869,869,2/1/2001,Vision,1291,1291,1291,315336,5575,US,['3780'],1291,315336,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
5585,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,0807847232,9780807847237,eng,675,1792,43,4/6/1998,Omohundro Institute and University of North Carolina Press,4388,4388,4388,1117824,5585,US,['2124'],4388,1117824,"['history, historical fiction, biography', 'non-fiction']"
5587,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,0393058263,9780393058260,eng,832,1510,216,1/16/2007,W. W. Norton  Company,7890,7890,7890,1986229,5587,US,['3799'],7890,1986229,"['history, historical fiction, biography', 'non-fiction']"
5599,Ethics and the Limits of Philosophy,Bernard Williams,4.06,067426858X,9780674268586,en-US,230,556,20,3/15/1986,Harvard University Press,6664,6664,6664,1678163,5599,US,['3804'],6664,1678163,"['non-fiction', 'history, historical fiction, biography']"
5635,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,039332429X,9780393324297,eng,1136,286,21,4/17/2003,W. W. Norton  Company,8776,8776,8776,2211641,5635,US,"['74948', '3572', '100816']",8776,2211641,"['poetry', 'fiction', 'non-fiction', 'romance', 'history, historical fiction, biography']"
5653,The Elephant War,Gillian Avery,3.67,1903252040,9781903252048,eng,256,19,3,10/1/2000,Jane Nissen Books,883,883,883,203816,5653,US,['3839'],883,203816,"['fiction', 'children']"
5659,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,0143039091,9780143039099,eng,197,147748,3490,10/27/2005,Penguin Books,882,882,882,203812,5659,US,"['3843', '3839']",882,203812,"['fiction', 'children', 'fantasy, paranormal', 'young-adult']"
5661,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,0460876015,9780460876018,eng,368,8,3,5/1/1995,Everyman Paperback Classics,2994,2994,2994,753001,5661,US,['239579'],2994,753001,"['fiction', 'romance', 'history, historical fiction, biography', 'children']"
5665,Ideas Have Consequences,Richard M. Weaver,4.16,0226876802,9780226876801,eng,198,970,105,9/28/1984,University Of Chicago Press,898,898,898,211488,5665,US,['3845'],898,211488,"['history, historical fiction, biography', 'non-fiction']"
5671,The Ethics of Rhetoric,Richard M. Weaver,4.14,0961180021,9780961180027,eng,240,65,9,11/3/1995,Routledge,6178,6178,6178,1554411,5671,US,['3845'],6178,1554411,['non-fiction']
5678,Manliness,Harvey Mansfield,3.39,0300106645,9780300106640,eng,304,177,31,3/11/2006,Yale University Press,5682,5682,5682,1438345,5678,US,['3951759'],5682,1438345,"['non-fiction', 'history, historical fiction, biography']"
5685,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0142000272,9780142000274,en-US,838,2415,397,12/1/2001,Penguin Books,4287,4287,4287,1094878,5685,US,"['128382', '3357', '3358']",4287,1094878,"['fiction', 'romance', 'history, historical fiction, biography']"
5691,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,0099922800,9780099922803,eng,796,443,55,1/16/1992,Vintage Classics,2142,2142,2142,530153,5691,US,"['3137322', '3357', '3358']",2142,530153,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'romance']"
5693,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,0553381008,9780553381009,eng,467,27027,466,10/31/2000,Modern Library,2141,2141,2141,530151,5693,US,"['5031025', '3357', '3358']",2141,530151,"['fiction', 'history, historical fiction, biography']"
5696,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,0140446427,9780140446425,eng,230,127,24,8/31/1995,Penguin Classics,2143,2143,2143,530154,5696,US,"['128382', '3357', '3358']",2143,530154,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,140003292X,9781400032921,eng,548,10580,118,8/18/2005,Vintage Classics,2144,2144,2144,530155,5697,US,"['5031025', '3357', '3358']",2144,530155,['fiction']
5698,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,0375719016,9780375719011,eng,344,2486,99,1/16/2007,Vintage Classics,3321,3321,3321,834085,5698,US,"['3137322', '3357', '3358']",3321,834085,"['fiction', 'history, historical fiction, biography']"
5700,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,0375719008,9780375719004,eng,647,3568,159,12/7/2004,Vintage,3386,3386,3386,851688,5700,US,"['3137322', '3357', '3358']",3386,851688,"['fiction', 'romance']"
5713,If I Die In A Combat Zone,Tim O'Brien,3.95,0586087990,9780586087992,eng,208,53,4,4/24/1995,Flamingo,5600,5600,5600,1415812,5713,US,['2330'],5600,1415812,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic', 'young-adult']"
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,0425170349,9780425170342,eng,912,40815,908,9/1/1999,Berkley Books,7863,7863,7863,1977085,5720,US,['3892'],7863,1977085,"['fiction', 'mystery, thriller, crime']"
5728,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,0385471475,9780385471473,eng,388,186,22,12/1/1993,Anchor,7862,7862,7862,1977079,5728,US,"['3897', '1019660', '1019659']",7862,1977079,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,0452271681,9780452271685,eng,400,2593,252,11/1/1993,Plume,344,344,344,75713,5729,US,"['3897', '3898']",344,75713,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,0385337817,9780385337816,eng,424,7072,453,2/3/2004,Delta,4277,4277,4277,1091640,5736,US,['3906'],4277,1091640,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic', 'young-adult']"
5738,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,0743267745,9780743267748,en-US,64,237,45,10/12/2005,Simon  Schuster,787,787,787,181249,5738,US,"['3080', '3160488']",787,181249,"['poetry', 'non-fiction']"
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,0553587153,9780553587159,eng,496,2095,188,11/29/2005,Bantam Books,2959,2959,2959,741872,5743,US,['3912'],2959,741872,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'young-adult']"
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,0142003344,9780142003343,eng,528,18793,721,8/26/2003,Penguin Books,3032,3032,3032,761504,5752,US,['3915'],3032,761504,"['non-fiction', 'history, historical fiction, biography']"
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,0060958332,9780060958336,eng,448,15441,693,11/7/2000,Harper Perennial Modern Classics,5198,5198,5198,1306892,5755,US,['3915'],5198,1306892,"['non-fiction', 'history, historical fiction, biography']"
5759,Fight Club,Chuck Palahniuk,4.19,0393327345,9780393327342,eng,218,388782,9654,10/17/2005,W.W. Norton & Company (NYC),5199,5199,5199,1306895,5759,US,['2546'],5199,1306895,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
5766,BSD Hacks,Lavigne,3.8,0596006799,9780596006792,en-US,450,42,5,5/31/2004,O'Reilly Media,7378,7378,7378,1867134,5766,US,['543807'],7378,1867134,['non-fiction']
5776,Choke,Stuart Woods,3.84,0061094226,9780061094224,eng,352,2288,96,9/12/1996,HarperTorch,332,332,332,72146,5776,US,['3936'],332,72146,"['mystery, thriller, crime', 'fiction']"
5787,The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,0142437883,9780142437889,eng,210,20259,460,7/27/2004,Penguin Classics,4181,4181,4181,1071907,5787,US,"['500', '3947']",4181,1071907,"['fiction', 'fantasy, paranormal']"
5794,El Aleph,Jorge Luis Borges,4.38,9500425998,9789500425995,spa,253,146,9,9/1/2007,Planeta Publishing,6472,6472,6472,1633124,5794,US,['500'],6472,1633124,"['fiction', 'fantasy, paranormal']"
5797,Vanity Fair,William Makepeace Thackeray/John Carey,3.79,0141439831,9780141439839,eng,867,102877,2286,1/30/2003,Penguin Books,1522,1522,1522,370727,5797,US,"['3953', '40229']",1522,370727,"['fiction', 'history, historical fiction, biography', 'romance']"
5799,Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,1593080719,9781593080716,eng,696,553,97,11/1/2003,Barnes  Noble Classics,6473,6473,6473,1633132,5799,US,"['3953', '651260']",6473,1633132,"['fiction', 'history, historical fiction, biography', 'romance']"
5800,Vanity Fair,William Makepeace Thackeray,3.79,0140620850,9780140620856,eng,672,296,34,10/3/1998,Penguin Books,3302,3302,3302,828994,5800,US,['3953'],3302,828994,"['fiction', 'history, historical fiction, biography', 'romance']"
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,1401207928,9781401207922,eng,296,234954,4058,11/1/2005,Vertigo,3303,3303,3303,828997,5805,US,"['3961', '3960']",3303,828997,"['comics, graphic', 'fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'history, historical fiction, biography']"
5809,V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,2020418770,9782020418775,fre,640,15174,561,1/2/2001,Contemporary French Fiction,3301,3301,3301,828988,5809,US,"['235', '2916847']",3301,828988,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
5810,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,9781416500520,en-US,400,5,1,3/7/2006,Pocket Books,1096,1096,1096,267734,5810,US,['1353301'],1096,267734,"['young-adult', 'fiction', 'romance', 'mystery, thriller, crime']"
5812,V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,1416516999,9781416516996,eng,358,2980,118,3/1/2006,Pocket Star Books,6389,6389,6389,1610154,5812,US,"['3967', '52929', '6467335', '3961']",6389,1610154,"['fiction', 'comics, graphic', 'mystery, thriller, crime', 'fantasy, paranormal']"
5814,Slow Learner: Early Stories,Thomas Pynchon,3.5,0099532514,9780099532514,eng,208,3169,161,2/16/1995,Vintage Classics,1097,1097,1097,267737,5814,US,['235'],1097,267737,"['fiction', 'history, historical fiction, biography']"
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,0820328073,9780820328072,eng,424,152,26,11/1/2006,University of Georgia Press,1098,1098,1098,267739,5816,US,['104081'],1098,267739,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
5821,Casino Royale,Ian Fleming,3.73,0141187581,9780141187587,eng,181,371,43,6/3/2004,Penguin Books  Limited (UK),7772,7772,7772,1954209,5821,US,['2565'],7772,1954209,"['fiction', 'mystery, thriller, crime']"
5824,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,1840238437,9781840238433,eng,96,110,10,6/1/2005,Titan Books,9104,9104,9104,2300183,5824,US,"['153294', '2565', '65723', '65724']",9104,2300183,"['comics, graphic', 'mystery, thriller, crime', 'fiction']"
5826,Bel Canto,Ann Patchett,3.93,0060838728,9780060838720,eng,352,218195,13012,8/2/2005,Harper Perennial,7773,7773,7773,1954215,5826,US,['7136914'],7773,1954215,"['fiction', 'romance', 'history, historical fiction, biography', 'mystery, thriller, crime']"
5838,Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,1894925025,9781894925020,en-US,66,127,13,9/9/2002,Abraham Guillen Press,5539,5539,5539,1393275,5838,US,['3983'],5539,1393275,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime']"
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,1590596242,9781590596241,en-US,264,37,7,2/1/2006,Apress,3729,3729,3729,938476,5843,US,['8120422'],3729,938476,['non-fiction']
5845,A Bend in the River,V.S. Naipaul,3.77,0330487140,9780330487146,eng,326,13147,690,5/10/2002,Picador USA,3728,3728,3728,938474,5845,US,['3989'],3728,938474,"['fiction', 'history, historical fiction, biography']"
5848,The Middle Passage,V.S. Naipaul,3.61,0375708340,9780375708343,en-US,256,461,35,1/8/2002,Vintage,3730,3730,3730,938482,5848,US,['3989'],3730,938482,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
5851,Magic Seeds,V.S. Naipaul,3.13,0375707271,9780375707278,eng,280,715,104,11/8/2005,Vintage,8943,8943,8943,2267802,5851,US,['3989'],8943,2267802,"['fiction', 'history, historical fiction, biography']"
5853,Half a Life,V.S. Naipaul,3.25,037570728X,9780375707285,eng,224,3078,301,4/23/2009,Vintage International,1545,1545,1545,376416,5853,US,['3989'],1545,376416,"['fiction', 'history, historical fiction, biography', 'romance']"
5855,North of South: An African Journey,Shiva Naipaul,3.89,0140188266,9780140188264,eng,352,279,33,9/26/1996,Penguin Classics,1544,1544,1544,376410,5855,US,['3991'],1544,376410,"['non-fiction', 'history, historical fiction, biography', 'young-adult']"
5874,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.3,0806132299,9780806132297,eng,670,163,16,4/15/2000,University of Oklahoma Press,5945,5945,5945,1501685,5874,US,['4004'],5945,1501685,"['history, historical fiction, biography', 'non-fiction']"
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,0756403456,9780756403454,en-US,543,54,2,5/2/2006,DAW Hardcover,5946,5946,5946,1501686,5875,US,['4005'],5946,1501686,"['fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
5877,The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,0670869295,9780670869299,eng,592,1588,95,1/1/1996,Viking Books,5944,5944,5944,1501684,5877,US,['4000'],5944,1501684,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
5880,The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,0552997773,9780552997775,eng,506,664,103,11/1/1997,Black Swan,2487,2487,2487,609994,5880,US,['4007'],2487,609994,"['fiction', 'fantasy, paranormal']"
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,1423101685,9781423101680,eng,144,548,14,12/1/2006,Disney Press,5235,5235,5235,1315638,5881,US,"['4008', '3510823']",5235,1315638,"['fantasy, paranormal', 'fiction', 'children', 'history, historical fiction, biography', 'young-adult']"
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,3.98,1423100611,9781423100614,en-US,122,644,14,10/1/2006,Disney Press,2486,2486,2486,609992,5882,US,"['4008', '369374', '3510823']",2486,609992,"['fantasy, paranormal', 'children', 'fiction', 'history, historical fiction, biography', 'young-adult']"
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,1423100204,9781423100201,eng,119,730,20,8/1/2006,Disney Press,2485,2485,2485,609991,5883,US,"['4008', '3510823']",2485,609991,"['fantasy, paranormal', 'children', 'history, historical fiction, biography', 'fiction', 'young-adult']"
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,1423100190,9781423100195,eng,123,859,27,6/1/2006,Disney Press,2489,2489,2489,609997,5885,US,"['4008', '369374']",2489,609997,"['fantasy, paranormal', 'children', 'fiction', 'young-adult', 'history, historical fiction, biography']"
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,3.83,1423100182,9781423100188,en-US,135,1414,82,6/1/2006,Disney Press,2488,2488,2488,609996,5886,US,"['4008', '369374']",2488,609996,"['fantasy, paranormal', 'children', 'fiction', 'history, historical fiction, biography', 'young-adult']"
5890,The Woman in White,Wilkie Collins/Matthew Sweet,4.0,0141439610,9780141439617,eng,672,108060,5168,2/27/2003,Penguin Classics,237,237,237,49554,5890,US,"['4012', '4011']",237,49554,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'romance']"
5891,The Woman in White,Wilkie Collins,4.0,0486440966,9780486440965,eng,504,136,28,4/15/2005,Dover Publications,238,238,238,49555,5891,US,['4012'],238,49555,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'romance']"
5893,The Woman in White,Wilkie Collins/Maria K. Bachman/Don Richard Cox,4.0,1551116448,9781551116440,eng,696,122,15,4/20/2006,Broadview Press Inc,239,239,239,49557,5893,US,"['4012', '3852445', '205909']",239,49557,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'romance']"
5896,The Woman in White,Wilkie Collins/Camille Cauti,4.0,1593082800,9781593082802,eng,635,624,136,4/25/2005,Barnes  Noble Classics,240,240,240,49560,5896,US,"['4012', '3117229']",240,49560,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'romance']"
5898,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0007136587,9780007136582,eng,1200,682,43,9/16/2002,Not Avail,241,241,241,49562,5898,US,['656983'],241,49562,"['fantasy, paranormal', 'fiction', 'young-adult']"
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.6,0393060411,9780393060416,eng,624,146,16,10/17/2004,W. W. Norton  Company,3208,3208,3208,806149,5901,US,['3852450'],3208,806149,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime', 'fiction']"
5907,The Hobbit  or There and Back Again,J.R.R. Tolkien,4.27,0618260307,9780618260300,eng,366,2530894,32871,8/15/2002,Houghton Mifflin,3209,3209,3209,806150,5907,US,['656983'],3209,806150,"['young-adult', 'fantasy, paranormal', 'children', 'fiction']"
5910,The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,4.27,0007137273,9780007137275,eng,411,121,16,4/7/2003,HarperCollins,5441,5441,5441,1370613,5910,US,"['656983', '1582']",5441,1370613,"['young-adult', 'fantasy, paranormal', 'children', 'fiction']"
5912,The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.27,1594130051,9781594130052,eng,481,276,43,9/1/2003,Large Print Press,5442,5442,5442,1370615,5912,US,['656983'],5442,1370615,"['young-adult', 'fantasy, paranormal', 'children', 'fiction']"
5915,The Hobbit,J.R.R. Tolkien,4.27,0261103288,9780261103283,eng,277,3213,329,9/17/2007,HarperCollins,5440,5440,5440,1370610,5915,US,['656983'],5440,1370610,"['young-adult', 'fantasy, paranormal', 'children', 'fiction']"
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,0486402185,9780486402185,eng,64,44,10,6/19/2013,Dover Publications,5439,5439,5439,1370607,5918,US,"['4021', '1710744', '2833075']",5439,1370607,"['poetry', 'non-fiction', 'children', 'fiction']"
5931,The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,0872864286,9780872864283,eng,200,5149,210,4/1/2004,City Lights Publishers,1008,1008,1008,245197,5931,US,"['4026', '4554826', '29970', '39152', '6373', '328601', '80834', '360028', '527951', '1253296']",1008,245197,"['poetry', 'fiction', 'non-fiction', 'romance']"
5932,Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,4.3,0143039962,9780143039969,eng,70,37942,1105,12/26/2006,Penguin Classics,1007,1007,1007,245196,5932,US,"['4026', '32513', '15141']",1007,245196,"['poetry', 'romance', 'fiction', 'non-fiction']"
5934,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.3,1400001447,9781400001446,eng,160,1120,54,1/22/2002,Plaza y Janes,1006,1006,1006,245194,5934,US,['4026'],1006,245194,"['poetry', 'romance', 'fiction', 'non-fiction']"
5937,Love,Pablo Neruda,4.46,0786881488,9780786881482,eng,43,1333,68,6/16/1995,Miramax Books,1005,1005,1005,245191,5937,US,['4026'],1005,245191,"['poetry', 'fiction', 'romance', 'non-fiction']"
