,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,book_id,country_code,authors,isbn13
2760,2760,2760,2760,689068,41573,US,"[{'author_id': '23445', 'role': 'Adapter'}, {'author_id': '4273', 'role': ''}]",9780142407929
2761,2761,2761,2761,689358,10500,US,"[{'author_id': '6913', 'role': ''}]",9780764543401
2762,2762,2762,2762,689360,10505,US,"[{'author_id': '1730', 'role': ''}, {'author_id': '619471', 'role': ''}, {'author_id': '33795', 'role': 'Translator'}]",9780847826469
2763,2763,2763,2763,689362,10507,US,"[{'author_id': '1730', 'role': ''}, {'author_id': '6921', 'role': 'Translator'}, {'author_id': '5776997', 'role': 'Idea'}]",9780156029063
2764,2764,2764,2764,689551,9975,US,"[{'author_id': '1113469', 'role': ''}]",9783518373903
2765,2765,2765,2765,689720,33888,US,"[{'author_id': '1425903', 'role': ''}, {'author_id': '21029', 'role': 'Preface by'}]",9781400030774
2766,2766,2766,2766,689723,33883,US,"[{'author_id': '1425903', 'role': ''}]",9780879239480
2767,2767,2767,2767,689726,33880,US,"[{'author_id': '1425903', 'role': ''}]",9780679767305
2768,2768,2768,2768,689945,38551,US,"[{'author_id': '3866', 'role': ''}, {'author_id': '114636', 'role': ''}]",9781405823517
2769,2769,2769,2769,690307,17152,US,"[{'author_id': '881203', 'role': ''}, {'author_id': '5815464', 'role': 'Contributor'}]",9780743487696
2770,2770,2770,2770,690308,17151,US,"[{'author_id': '6582', 'role': ''}]",9780385489492
2771,2771,2771,2771,690309,17150,US,"[{'author_id': '881203', 'role': ''}]",9781583485095
2772,2772,2772,2772,690310,17157,US,"[{'author_id': '6582', 'role': ''}]",9780307277749
2773,2773,2773,2773,690315,17158,US,"[{'author_id': '4037220', 'role': ''}, {'author_id': '10439', 'role': 'Translator'}]",9780393090185
2774,2774,2774,2774,691695,39640,US,"[{'author_id': '2423', 'role': ''}]",9780743412490
2775,2775,2775,2775,692017,15904,US,"[{'author_id': '4738', 'role': ''}]",9781400077090
2776,2776,2776,2776,692065,10846,US,"[{'author_id': '7086', 'role': ''}]",9780618537259
2777,2777,2777,2777,692183,22431,US,"[{'author_id': '3371', 'role': 'Editor'}, {'author_id': '159999', 'role': 'Editor'}, {'author_id': '112977', 'role': 'Editor'}, {'author_id': '362973', 'role': 'Editor'}, {'author_id': '3868121', 'role': ''}]",9781400076857
2778,2778,2778,2778,692627,38412,US,"[{'author_id': '10894', 'role': ''}]",9780385493628
2779,2779,2779,2779,693138,23627,US,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': 'Editor'}]",9780261102255
2780,2780,2780,2780,693139,23625,US,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': ''}]",9780007137435
2781,2781,2781,2781,693978,9298,US,"[{'author_id': '6104', 'role': ''}]",9780060086244
2782,2782,2782,2782,693979,9299,US,"[{'author_id': '6104', 'role': ''}]",9780060731304
2783,2783,2783,2783,694318,31107,US,"[{'author_id': '12915', 'role': ''}]",9780767907804
2784,2784,2784,2784,695419,19129,US,"[{'author_id': '11503', 'role': ''}]",9780787976385
2785,2785,2785,2785,695425,19124,US,"[{'author_id': '3145', 'role': ''}]",9781892065148
2786,2786,2786,2786,695426,19125,US,"[{'author_id': '6039100', 'role': ''}, {'author_id': '92963', 'role': 'Illustrator'}, {'author_id': '11499', 'role': ''}]",9781550373967
2787,2787,2787,2787,695427,19126,US,"[{'author_id': '8469', 'role': ''}, {'author_id': '54848', 'role': 'English adaption'}, {'author_id': '15080169', 'role': 'Translator'}, {'author_id': '234377', 'role': 'Touch-Up Art & Lettering'}]",9781591165996
2788,2788,2788,2788,695489,42519,US,"[{'author_id': '5882', 'role': ''}]",9780671747589
2789,2789,2789,2789,696474,5942,US,"[{'author_id': '4030', 'role': ''}]",9780375724374
2790,2790,2790,2790,696643,24300,US,"[{'author_id': '10105', 'role': ''}]",9780689837180
2791,2791,2791,2791,696647,24304,US,"[{'author_id': '10105', 'role': ''}, {'author_id': '584482', 'role': 'Illustrator'}]",9780060000141
2792,2792,2792,2792,696648,24305,US,"[{'author_id': '10105', 'role': ''}]",9780152046996
2793,2793,2793,2793,696649,24307,US,"[{'author_id': '13669', 'role': ''}, {'author_id': '830782', 'role': 'Illustrator'}]",9780439178822
2794,2794,2794,2794,696956,15746,US,"[{'author_id': '9355', 'role': ''}]",9780553582758
2795,2795,2795,2795,698016,25065,US,"[{'author_id': '8687', 'role': ''}]",9780786000234
2796,2796,2796,2796,698231,288,US,"[{'author_id': '168', 'role': ''}, {'author_id': '6466154', 'role': ''}]",9781566562492
2797,2797,2797,2797,698462,9529,US,"[{'author_id': '815', 'role': ''}, {'author_id': '221645', 'role': 'Translator'}]",9780753820254
2798,2798,2798,2798,698552,32329,US,"[{'author_id': '18195', 'role': ''}, {'author_id': '4637145', 'role': ''}]",9780345492807
2799,2799,2799,2799,698720,31219,US,"[{'author_id': '8203', 'role': ''}]",9780446676489
2800,2800,2800,2800,699090,12859,US,"[{'author_id': '404082', 'role': ''}, {'author_id': '3855443', 'role': 'Editor'}]",9781567180701
2801,2801,2801,2801,699154,12050,US,"[{'author_id': '7659', 'role': ''}, {'author_id': '5683977', 'role': ''}]",9780872860025
2802,2802,2802,2802,699157,12055,US,"[{'author_id': '7659', 'role': ''}]",9780061139635
2803,2803,2803,2803,699603,30176,US,"[{'author_id': '1429808', 'role': ''}]",9781597221283
2804,2804,2804,2804,699879,35655,US,"[{'author_id': '288875', 'role': ''}]",9780618251452
2805,2805,2805,2805,700111,11269,US,"[{'author_id': '7294', 'role': ''}]",9780751533118
2806,2806,2806,2806,700113,11263,US,"[{'author_id': '7294', 'role': ''}]",9780751533934
2807,2807,2807,2807,700114,11262,US,"[{'author_id': '7294', 'role': ''}]",9780517170779
2808,2808,2808,2808,700435,35046,US,"[{'author_id': '18119', 'role': ''}, {'author_id': '89369', 'role': 'Illustrator'}, {'author_id': '419912', 'role': 'Illustrator'}]",9781401202422
2809,2809,2809,2809,700931,5203,US,"[{'author_id': '3505', 'role': ''}]",9780671021009
2810,2810,2810,2810,700932,5202,US,"[{'author_id': '3537', 'role': ''}, {'author_id': '18586', 'role': 'Illustrator'}]",9780590956185
2811,2811,2811,2811,700933,5205,US,"[{'author_id': '3526', 'role': ''}, {'author_id': '40573', 'role': 'Narrator'}, {'author_id': '2553249', 'role': 'Narrator'}]",9780385720106
2812,2812,2812,2812,700934,5204,US,"[{'author_id': '3524', 'role': ''}]",9780452282827
2813,2813,2813,2813,700935,5207,US,"[{'author_id': '2238', 'role': ''}, {'author_id': '30209', 'role': 'Translator'}]",9780060194918
2814,2814,2814,2814,700937,5209,US,"[{'author_id': '3537', 'role': ''}, {'author_id': '18586', 'role': 'Illustrator'}, {'author_id': '5790652', 'role': 'Illustrations'}]",9780590956161
2815,2815,2815,2815,701728,43708,US,"[{'author_id': '24586', 'role': ''}]",9781566890649
2816,2816,2816,2816,701729,43706,US,"[{'author_id': '24586', 'role': ''}]",9780918273826
2817,2817,2817,2817,701733,43702,US,"[{'author_id': '1351903', 'role': ''}]",9780743203319
2818,2818,2818,2818,702338,476,US,"[{'author_id': '257', 'role': ''}, {'author_id': '3849744', 'role': ''}]",9780446579780
2819,2819,2819,2819,702339,28756,US,"[{'author_id': '16114', 'role': ''}]",9780060507404
2820,2820,2820,2820,702341,475,US,"[{'author_id': '256', 'role': ''}]",9780143036555
2821,2821,2821,2821,702344,478,US,"[{'author_id': '260', 'role': ''}]",9780743203043
2822,2822,2822,2822,702629,13943,US,"[{'author_id': '8655', 'role': ''}]",9780061198755
2823,2823,2823,2823,702630,13944,US,"[{'author_id': '8657', 'role': ''}, {'author_id': '5777662', 'role': ''}]",9780743272070
2824,2824,2824,2824,703261,34082,US,"[{'author_id': '18540', 'role': ''}, {'author_id': '8865', 'role': 'Introduction'}]",9780375759345
2825,2825,2825,2825,703263,34080,US,"[{'author_id': '18540', 'role': ''}, {'author_id': '214066', 'role': 'Editor'}]",9780393974997
2826,2826,2826,2826,703264,34081,US,"[{'author_id': '18540', 'role': ''}, {'author_id': '54492', 'role': 'Editor'}]",9780300119947
2827,2827,2827,2827,703267,34084,US,"[{'author_id': '3389', 'role': ''}, {'author_id': '7431', 'role': 'Illustrator'}]",9780670032563
2828,2828,2828,2828,703459,4519,US,"[{'author_id': '3102', 'role': ''}]",9781929229482
2829,2829,2829,2829,703468,4515,US,"[{'author_id': '815', 'role': ''}]",9788423671267
2830,2830,2830,2830,703546,12932,US,"[{'author_id': '2493', 'role': ''}]",9780440402916
2831,2831,2831,2831,703548,12930,US,"[{'author_id': '2493', 'role': ''}]",9780385732536
2832,2832,2832,2832,703549,12931,US,"[{'author_id': '2493', 'role': ''}]",9780618685509
2833,2833,2833,2833,703550,12936,US,"[{'author_id': '2493', 'role': ''}]",9780385732567
2834,2834,2834,2834,703551,12937,US,"[{'author_id': '2493', 'role': ''}, {'author_id': '75376', 'role': ''}]",9780440414001
2835,2835,2835,2835,703556,12938,US,"[{'author_id': '947', 'role': ''}]",9780743482769
2836,2836,2836,2836,703557,12939,US,"[{'author_id': '947', 'role': ''}, {'author_id': '235886', 'role': ''}]",9780198320548
2837,2837,2837,2837,703600,22656,US,"[{'author_id': '12915', 'role': ''}]",9780140276909
2838,2838,2838,2838,704076,3493,US,"[{'author_id': '219', 'role': ''}, {'author_id': '122092', 'role': 'Quoted'}]",9780307264220
2839,2839,2839,2839,704077,3491,US,"[{'author_id': '222', 'role': ''}]",9780767920742
2840,2840,2840,2840,704190,37238,US,"[{'author_id': '20936', 'role': ''}]",9780765345707
2841,2841,2841,2841,706325,16448,US,"[{'author_id': '10020', 'role': ''}]",9780345442741
2842,2842,2842,2842,706691,19671,US,"[{'author_id': '6262', 'role': ''}, {'author_id': '11755', 'role': ''}, {'author_id': '3892', 'role': 'Series Creator'}, {'author_id': '6802', 'role': 'Series Creator'}]",9780425204245
2843,2843,2843,2843,707601,8538,US,"[{'author_id': '5561', 'role': ''}]",9780425199930
2844,2844,2844,2844,707609,8532,US,"[{'author_id': '5561', 'role': ''}]",9780425199381
2845,2845,2845,2845,707610,8533,US,"[{'author_id': '5561', 'role': ''}]",9780425196731
2846,2846,2846,2846,708528,8875,US,"[{'author_id': '3400721', 'role': ''}, {'author_id': '954360', 'role': 'Translator'}]",9780517209486
2847,2847,2847,2847,709156,841,US,"[{'author_id': '552', 'role': ''}]",9780465051366
2848,2848,2848,2848,709157,840,US,"[{'author_id': '552', 'role': ''}]",9780465067107
2849,2849,2849,2849,709614,1473,US,"[{'author_id': '973', 'role': ''}]",9780140449297
2850,2850,2850,2850,709615,1470,US,"[{'author_id': '973', 'role': ''}, {'author_id': '176021', 'role': 'Editor'}, {'author_id': '15558077', 'role': 'Editor, Introduction'}, {'author_id': '59991', 'role': 'Translator'}, {'author_id': '143510', 'role': 'Translator, Introduction'}]",9780226307817
2851,2851,2851,2851,709617,1476,US,"[{'author_id': '973', 'role': ''}, {'author_id': '446268', 'role': 'Translator'}, {'author_id': '430833', 'role': 'Introduction'}]",9780140447262
2852,2852,2852,2852,709619,1474,US,"[{'author_id': '973', 'role': ''}, {'author_id': '987', 'role': 'Translator'}]",9780674995604
2853,2853,2853,2853,709633,22373,US,"[{'author_id': '12732', 'role': ''}, {'author_id': '783790', 'role': 'Illustrator'}, {'author_id': '19291', 'role': 'Illustrator'}, {'author_id': '2807481', 'role': 'Illustrator'}]",9781563894534
2854,2854,2854,2854,709638,22374,US,"[{'author_id': '12732', 'role': ''}, {'author_id': '10365', 'role': 'Illustrator'}]",9781401204259
2855,2855,2855,2855,710873,27842,US,"[{'author_id': '15693', 'role': ''}, {'author_id': '15692', 'role': ''}]",9780471738848
2856,2856,2856,2856,710885,27847,US,"[{'author_id': '15699', 'role': ''}, {'author_id': '254129', 'role': ''}]",9780132370455
2857,2857,2857,2857,710898,40604,US,"[{'author_id': '22796', 'role': ''}, {'author_id': '1199755', 'role': 'Introduction'}]",9780375761195
2858,2858,2858,2858,710904,40609,US,"[{'author_id': '630', 'role': ''}, {'author_id': '4511', 'role': ''}]",9788489367012
2859,2859,2859,2859,711868,18067,US,"[{'author_id': '7963', 'role': ''}]",9781585675746
2860,2860,2860,2860,712150,10403,US,"[{'author_id': '6835', 'role': ''}]",9780426203650
2861,2861,2861,2861,712151,10404,US,"[{'author_id': '11843769', 'role': ''}]",9780426203681
2862,2862,2862,2862,712152,10405,US,"[{'author_id': '6836', 'role': ''}]",9780426203674
2863,2863,2863,2863,713433,32138,US,"[{'author_id': '16549', 'role': ''}]",9780380731152
2864,2864,2864,2864,713434,32139,US,"[{'author_id': '16549', 'role': ''}]",9780380731954
2865,2865,2865,2865,713440,32137,US,"[{'author_id': '16549', 'role': ''}]",9780380731220
2866,2866,2866,2866,714413,27310,US,"[{'author_id': '2637', 'role': ''}]",9780062508867
2867,2867,2867,2867,714961,1252,US,"[{'author_id': '832', 'role': ''}]",9780446394598
2868,2868,2868,2868,714975,22559,US,"[{'author_id': '12863', 'role': ''}, {'author_id': '436131', 'role': ''}]",9781932664591
2869,2869,2869,2869,714977,22557,US,"[{'author_id': '873', 'role': ''}]",9780765341136
2870,2870,2870,2870,714980,22554,US,"[{'author_id': '593561', 'role': ''}]",9780822309321
2871,2871,2871,2871,714981,22553,US,"[{'author_id': '12858', 'role': 'Creator'}, {'author_id': '3859485', 'role': ''}]",9781413900200
2872,2872,2872,2872,714984,22550,US,"[{'author_id': '3389', 'role': ''}]",9780670032549
2873,2873,2873,2873,715555,7624,US,"[{'author_id': '306', 'role': ''}]",9780140283334
2874,2874,2874,2874,715907,23521,US,"[{'author_id': '13263', 'role': ''}]",9780446607254
2875,2875,2875,2875,715908,23520,US,"[{'author_id': '13262', 'role': ''}]",9780500251218
2876,2876,2876,2876,715910,23522,US,"[{'author_id': '13263', 'role': ''}, {'author_id': '531088', 'role': 'Illustrator'}]",9780316341516
2877,2877,2877,2877,715911,23525,US,"[{'author_id': '13266', 'role': ''}]",9780195153828
2878,2878,2878,2878,715912,23524,US,"[{'author_id': '13265', 'role': 'Photographs'}, {'author_id': '89433', 'role': 'Photographer'}, {'author_id': '16114', 'role': ''}]",9780375714627
2879,2879,2879,2879,717138,34627,US,"[{'author_id': '19514', 'role': ''}]",9780691008530
2880,2880,2880,2880,717225,41342,US,"[{'author_id': '12948', 'role': ''}]",9781591161301
2881,2881,2881,2881,717936,26666,US,"[{'author_id': '10418', 'role': ''}]",9780805427318
2882,2882,2882,2882,718843,27473,US,"[{'author_id': '15415', 'role': ''}]",9780061238239
2883,2883,2883,2883,719134,18839,US,"[{'author_id': '6765', 'role': ''}]",9780141184272
2884,2884,2884,2884,719136,18835,US,"[{'author_id': '11339', 'role': ''}]",9780156935807
2885,2885,2885,2885,719137,18834,US,"[{'author_id': '9323', 'role': ''}]",9780156116800
2886,2886,2886,2886,719139,18831,US,"[{'author_id': '11337', 'role': ''}]",9780679734482
2887,2887,2887,2887,719141,18833,US,"[{'author_id': '11337', 'role': ''}]",9780679734499
2888,2888,2888,2888,719142,18832,US,"[{'author_id': '11337', 'role': ''}]",9781400032204
2889,2889,2889,2889,719803,35997,US,"[{'author_id': '8841', 'role': ''}]",9780618074518
2890,2890,2890,2890,720751,34963,US,"[{'author_id': '9629', 'role': ''}, {'author_id': '3231', 'role': ''}, {'author_id': '150421', 'role': 'Ubersetzer'}]",9783442352432
2891,2891,2891,2891,721735,14033,US,"[{'author_id': '8550', 'role': ''}, {'author_id': '547271', 'role': 'Translator'}]",9781582431055
2892,2892,2892,2892,721878,12738,US,"[{'author_id': '7486', 'role': ''}]",9781860491818
2893,2893,2893,2893,722582,31839,US,"[{'author_id': '17888', 'role': 'Editor'}]",9780195145816
2894,2894,2894,2894,722586,31837,US,"[{'author_id': '5589950', 'role': ''}, {'author_id': '438906', 'role': 'Translator'}]",9780140447804
2895,2895,2895,2895,722590,31833,US,"[{'author_id': '2074504', 'role': 'Editor'}, {'author_id': '1023266', 'role': 'Editor'}, {'author_id': '17870', 'role': 'Series Editor'}, {'author_id': '3231', 'role': 'Quoted'}, {'author_id': '355352', 'role': 'Contributor'}, {'author_id': '8239543', 'role': 'Contributor'}, {'author_id': '4431907', 'role': 'Contributor'}, {'author_id': '445132', 'role': 'Contributor'}, {'author_id': '517030', 'role': 'Contributor'}, {'author_id': '10494', 'role': 'Contributor'}, {'author_id': '35053', 'role': 'Contributor'}, {'author_id': '17857', 'role': 'Contributor'}, {'author_id': '6633640', 'role': 'Contributor'}]",9780812695830
2896,2896,2896,2896,722858,11320,US,"[{'author_id': '4026', 'role': ''}, {'author_id': '5561763', 'role': 'Translator'}]",9780811215800
2897,2897,2897,2897,722859,11326,US,"[{'author_id': '3534', 'role': ''}]",9781400078479
2898,2898,2898,2898,722861,11324,US,"[{'author_id': '7287', 'role': ''}]",9780140014457
2899,2899,2899,2899,723693,5102,US,"[{'author_id': '3472', 'role': ''}, {'author_id': '10493', 'role': 'Introduction'}]",9780307264602
2900,2900,2900,2900,723697,5107,US,"[{'author_id': '819789', 'role': ''}]",9780316769174
2901,2901,2901,2901,723698,5104,US,"[{'author_id': '3472', 'role': ''}]",9780435124090
2902,2902,2902,2902,724085,4599,US,"[{'author_id': '2716', 'role': ''}]",9780786886326
2903,2903,2903,2903,724411,18251,US,"[{'author_id': '239579', 'role': ''}]",9780140620160
2904,2904,2904,2904,724415,18255,US,"[{'author_id': '239579', 'role': ''}]",9780486424538
2905,2905,2905,2905,724417,18257,US,"[{'author_id': '239579', 'role': ''}, {'author_id': '17519', 'role': 'Editor '}]",9780393962925
2906,2906,2906,2906,724548,17341,US,"[{'author_id': '1069006', 'role': ''}, {'author_id': '17196', 'role': 'Editor'}]",9780060819224
2907,2907,2907,2907,726155,4633,US,"[{'author_id': '1455', 'role': ''}]",9780743253420
2908,2908,2908,2908,726157,4631,US,"[{'author_id': '1455', 'role': ''}]",9780099285045
2909,2909,2909,2909,726159,4637,US,"[{'author_id': '3089', 'role': ''}, {'author_id': '285212', 'role': 'Translator'}]",9780099449232
2910,2910,2910,2910,726343,15595,US,"[{'author_id': '9640', 'role': ''}]",9780064406307
2911,2911,2911,2911,726344,15594,US,"[{'author_id': '9639', 'role': ''}]",9780679733768
2912,2912,2912,2912,726347,15599,US,"[{'author_id': '9644', 'role': ''}, {'author_id': '9645', 'role': ''}]",9781905177042
2913,2913,2913,2913,726348,15598,US,"[{'author_id': '11222985', 'role': ''}, {'author_id': '134167', 'role': 'Photographer'}]",9781587612213
2914,2914,2914,2914,726893,37350,US,"[{'author_id': '7025', 'role': ''}]",9780064408745
2915,2915,2915,2915,729493,14310,US,"[{'author_id': '2522', 'role': ''}]",9780140276343
2916,2916,2916,2916,730390,28212,US,"[{'author_id': '15877', 'role': ''}, {'author_id': '165777', 'role': 'Introduction'}]",9780312241353
2917,2917,2917,2917,730391,28213,US,"[{'author_id': '15878', 'role': ''}]",9780684827216
2918,2918,2918,2918,730392,28210,US,"[{'author_id': '2828239', 'role': ''}]",9780451410542
2919,2919,2919,2919,730393,28211,US,"[{'author_id': '2828239', 'role': ''}]",9780451411181
2920,2920,2920,2920,730451,5498,US,"[{'author_id': '5835922', 'role': ''}, {'author_id': '4273240', 'role': ''}, {'author_id': '3293275', 'role': 'Translator'}]",9780385423335
2921,2921,2921,2921,730757,32679,US,"[{'author_id': '5858', 'role': 'Pseudonym'}, {'author_id': '3389', 'role': ''}, {'author_id': '5253633', 'role': ''}]",9788401474729
2922,2922,2922,2922,730901,9558,US,"[{'author_id': '13167686', 'role': ''}]",9780060851897
2923,2923,2923,2923,731248,8991,US,"[{'author_id': '5843', 'role': ''}, {'author_id': '3462458', 'role': 'Translator'}]",9781588993007
2924,2924,2924,2924,732592,14788,US,"[{'author_id': '9241', 'role': ''}]",9780060002060
2925,2925,2925,2925,732594,14786,US,"[{'author_id': '9239', 'role': ''}]",9780764225215
2926,2926,2926,2926,732595,14785,US,"[{'author_id': '4610', 'role': ''}]",9780425182871
2927,2927,2927,2927,732598,14781,US,"[{'author_id': '9234', 'role': ''}]",9780618773558
2928,2928,2928,2928,732699,39180,US,"[{'author_id': '8247780', 'role': ''}]",9781881244066
2929,2929,2929,2929,733533,36321,US,"[{'author_id': '9494', 'role': ''}, {'author_id': '380649', 'role': ''}, {'author_id': '1221698', 'role': 'Introduction'}]",9780345384218
2930,2930,2930,2930,733565,40706,US,"[{'author_id': '22873', 'role': ''}, {'author_id': '22872', 'role': ''}]",9780316773782
2931,2931,2931,2931,733569,40700,US,"[{'author_id': '22868', 'role': ''}, {'author_id': '3866993', 'role': 'Editor'}]",9781582343495
2932,2932,2932,2932,734156,998,US,"[{'author_id': '659', 'role': ''}, {'author_id': '3336', 'role': ''}]",9780671015206
2933,2933,2933,2933,734767,11541,US,"[{'author_id': '5244478', 'role': ''}]",9780671624132
2934,2934,2934,2934,735561,45440,US,"[{'author_id': '10896', 'role': ''}, {'author_id': '87936', 'role': 'Illustrator'}]",9780786855018
2935,2935,2935,2935,735739,17356,US,"[{'author_id': '1401', 'role': ''}, {'author_id': '1399', 'role': ''}, {'author_id': '96865', 'role': 'Translator'}]",9788484326373
2936,2936,2936,2936,735743,17352,US,"[{'author_id': '1401', 'role': ''}, {'author_id': '16213591', 'role': ''}]",9780553077728
2937,2937,2937,2937,736061,32053,US,"[{'author_id': '17623', 'role': ''}]",9781853264177
2938,2938,2938,2938,736117,26064,US,"[{'author_id': '14594', 'role': ''}]",9780385335676
2939,2939,2939,2939,736124,26069,US,"[{'author_id': '260', 'role': ''}]",9780691037387
2940,2940,2940,2940,737073,39849,US,"[{'author_id': '17297', 'role': ''}]",9781573225205
2941,2941,2941,2941,737998,24442,US,"[{'author_id': '3521078', 'role': ''}]",9780764222375
2942,2942,2942,2942,737999,24441,US,"[{'author_id': '589', 'role': ''}]",9780812532630
2943,2943,2943,2943,738040,24459,US,"[{'author_id': '13755', 'role': ''}, {'author_id': '2955308', 'role': 'Translator'}]",9780674990333
2944,2944,2944,2944,738212,7126,US,"[{'author_id': '4785', 'role': ''}, {'author_id': '224319', 'role': 'Translator'}]",9780140449266
2945,2945,2945,2945,738213,7127,US,"[{'author_id': '4785', 'role': ''}, {'author_id': '3853007', 'role': 'Editor'}, {'author_id': '2849108', 'role': 'Supplement by'}]",9780743487559
2946,2946,2946,2946,738574,34845,US,"[{'author_id': '19697', 'role': ''}]",9780330307604
2947,2947,2947,2947,738707,35875,US,"[{'author_id': '4866', 'role': ''}]",9781845760182
2948,2948,2948,2948,740078,10165,US,"[{'author_id': '6641', 'role': ''}]",9780449908976
2949,2949,2949,2949,740521,26722,US,"[{'author_id': '14989', 'role': ''}]",9780743270373
2950,2950,2950,2950,740522,26723,US,"[{'author_id': '14989', 'role': ''}]",9781416542261
2951,2951,2951,2951,740864,30385,US,"[{'author_id': '6218', 'role': ''}]",9780446603089
2952,2952,2952,2952,740865,30384,US,"[{'author_id': '6218', 'role': ''}]",9781551666013
2953,2953,2953,2953,740866,30387,US,"[{'author_id': '6218', 'role': ''}]",9780553571585
2954,2954,2954,2954,740867,30386,US,"[{'author_id': '6218', 'role': ''}]",9780553576078
2955,2955,2955,2955,740869,30380,US,"[{'author_id': '6218', 'role': ''}]",9780446364294
2956,2956,2956,2956,740870,30383,US,"[{'author_id': '6218', 'role': ''}]",9780446533287
2957,2957,2957,2957,740871,30382,US,"[{'author_id': '6218', 'role': ''}, {'author_id': '210233', 'role': ''}]",9781551665313
2958,2958,2958,2958,741350,2390,US,"[{'author_id': '1624', 'role': ''}, {'author_id': '2714113', 'role': 'Illustrator'}]",9781593080181
2959,2959,2959,2959,741872,5743,US,"[{'author_id': '3912', 'role': ''}]",9780553587159
2960,2960,2960,2960,741954,16542,US,"[{'author_id': '10088', 'role': ''}, {'author_id': '10089', 'role': 'Introduction'}]",9780553273465
2961,2961,2961,2961,741957,16546,US,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': ''}]",9780395606483
2962,2962,2962,2962,741982,19844,US,"[{'author_id': '68', 'role': ''}, {'author_id': '376710', 'role': ''}]",9780785260943
2963,2963,2963,2963,743969,13600,US,"[{'author_id': '8477', 'role': ''}, {'author_id': '8477', 'role': ''}]",9784088731698
2964,2964,2964,2964,744934,12451,US,"[{'author_id': '7921', 'role': ''}, {'author_id': '6942', 'role': 'Introduction'}]",9780684867854
2965,2965,2965,2965,745264,23392,US,"[{'author_id': '11735', 'role': ''}]",9780345461278
2966,2966,2966,2966,745265,23393,US,"[{'author_id': '11735', 'role': ''}]",9780345418685
2967,2967,2967,2967,745267,23391,US,"[{'author_id': '11735', 'role': ''}]",9780345461612
2968,2968,2968,2968,745642,205,US,"[{'author_id': '131', 'role': ''}]",9780060786717
2969,2969,2969,2969,745644,207,US,"[{'author_id': '133', 'role': ''}, {'author_id': '12041', 'role': ''}, {'author_id': '478913', 'role': ''}]",9780743499347
2970,2970,2970,2970,745645,208,US,"[{'author_id': '13557729', 'role': ''}]",9780765313409
2971,2971,2971,2971,746079,9723,US,"[{'author_id': '6346', 'role': ''}]",9780385468862
2972,2972,2972,2972,746262,30923,US,"[{'author_id': '17337', 'role': ''}]",9781400071579
2973,2973,2973,2973,746384,5005,US,"[{'author_id': '3407', 'role': ''}]",9780670886951
2974,2974,2974,2974,746385,5004,US,"[{'author_id': '3406', 'role': ''}]",9780786918140
2975,2975,2975,2975,746388,5008,US,"[{'author_id': '1973', 'role': ''}]",9788466313599
2976,2976,2976,2976,747532,43059,US,"[{'author_id': '8979', 'role': ''}, {'author_id': '3867980', 'role': ''}, {'author_id': '179303', 'role': 'Read by'}]",9780061098017
2977,2977,2977,2977,747623,25495,US,"[{'author_id': '8788', 'role': ''}, {'author_id': '4684154', 'role': 'trjmh'}]",9780300000894
2978,2978,2978,2978,747817,28559,US,"[{'author_id': '1612', 'role': ''}]",9780340734018
2979,2979,2979,2979,747822,28557,US,"[{'author_id': '1612', 'role': ''}]",9781416541189
2980,2980,2980,2980,748031,2068,US,"[{'author_id': '6952980', 'role': ''}]",9780684824710
2981,2981,2981,2981,748262,24050,US,"[{'author_id': '2130', 'role': ''}]",9780439651370
2982,2982,2982,2982,748272,24052,US,"[{'author_id': '2130', 'role': ''}]",9780439651363
2983,2983,2983,2983,748375,36706,US,"[{'author_id': '19102', 'role': ''}]",9780198601739
2984,2984,2984,2984,748910,23968,US,"[{'author_id': '443210', 'role': ''}]",9780767920094
2985,2985,2985,2985,748954,23966,US,"[{'author_id': '5687', 'role': ''}]",9780393318685
2986,2986,2986,2986,749363,7997,US,"[{'author_id': '5329', 'role': ''}, {'author_id': '163934', 'role': 'Illustrations'}]",9780142501184
2987,2987,2987,2987,749364,7996,US,"[{'author_id': '5329', 'role': ''}]",9781862301382
2988,2988,2988,2988,749368,7998,US,"[{'author_id': '5329', 'role': ''}]",9780142401422
2989,2989,2989,2989,750065,45280,US,"[{'author_id': '545', 'role': ''}]",9780434008179
2990,2990,2990,2990,751398,3545,US,"[{'author_id': '2427', 'role': ''}]",9780373706402
2991,2991,2991,2991,752531,655,US,"[{'author_id': '128382', 'role': ''}, {'author_id': '119190', 'role': 'Afterword'}]",9780451528803
2992,2992,2992,2992,752540,658,US,"[{'author_id': '128382', 'role': ''}, {'author_id': '69892', 'role': 'Translator'}]",9780486451381
2993,2993,2993,2993,752742,14089,US,"[{'author_id': '2351334', 'role': ''}, {'author_id': '8748', 'role': 'Illustrator'}]",9781413901474
2994,2994,2994,2994,753001,5661,US,"[{'author_id': '239579', 'role': ''}]",9780460876018
2995,2995,2995,2995,753124,8773,US,"[{'author_id': '5698', 'role': ''}, {'author_id': '143421', 'role': 'Illustrator'}]",9780786818723
